ra,mag,decrad,con
0.686632,9.13,1.105811465,Cassiopeia
2.522093,8.58,0.315483417,Pegasus
0.77734,11.05,1.139553763,Cassiopeia
2.979806,8.65,-0.741413834,Phoenix
0.765916,7.7,1.290159195,Cassiopeia
1.559081,8.59,-0.240868586,Cetus
0.997682,7.18,1.331276533,Cepheus
0.436642,5.52,0.26323179,Aries
1.297442,8.37,-0.00775156,Cetus
3.828851,7.96,-1.041803632,Tucana
1.045726,8.93,-0.208817334,Cetus
3.528165,9.69,-0.505466601,Sculptor
1.050492,7.13,-0.167856522,Cetus
0.684833,6.95,0.990908709,Cassiopeia
3.556507,10.13,-0.683613514,Sculptor
3.199129,6.7,0.223136338,Pisces
2.003358,8.52,-0.442740234,Fornax
3.44897,9.34,-0.620412155,Sculptor
1.530142,8.69,0.077355655,Cetus
1.422189,9.52,-0.018953922,Cetus
0.318347,8.26,0.297872305,Aries
3.16976,9.71,0.170055538,Pisces
0.90001,9.16,1.228942113,Cassiopeia
2.140403,9.18,-0.43069985,Fornax
0.19605,9,0.656296222,Andromeda
2.831716,10.44,-0.823438778,Phoenix
2.154732,9.76,-0.451951263,Fornax
0.252726,8.06,0.721888334,Andromeda
3.644279,4.14,0.225787626,Taurus
1.75126,9.49,-0.201319815,Eridanus
2.133624,6.32,-0.567357634,Fornax
0.369002,8.9,0.34349123,Aries
1.715554,7.93,-0.844561419,Eridanus
3.209656,8.67,0.273251682,Pisces
1.513569,9.84,-0.246243559,Cetus
1.089844,10.38,-0.360525299,Cetus
3.849549,6.87,-1.276492247,Tucana
1.775645,8.57,-0.389384681,Eridanus
0.955019,9.85,1.232185852,Cassiopeia
0.228451,10.82,0.709454864,Andromeda
3.141025,8.77,0.159857095,Pisces
1.880805,9.26,-0.71943957,Eridanus
0.796119,8.56,1.056943425,Cassiopeia
2.707487,5.04,0.889029947,Perseus
0.520252,10.68,1.120599326,Camelopardalis
2.381337,7.94,-1.394741117,Hydrus
2.846611,10.1,-0.735725367,Phoenix
0.020134,9.33,0.566821226,Andromeda
0.52841,8.4,1.001988563,Camelopardalis
3.842911,7.76,-1.067220468,Tucana
1.663275,9.14,0.129036064,Cetus
0.22721,7.3,0.644695698,Andromeda
1.572395,9.85,-0.158861646,Cetus
1.951386,5.56,-0.005178742,Eridanus
1.228084,8.91,-0.216745512,Cetus
1.257855,9.02,-0.249119944,Cetus
1.875943,11.26,-0.750259039,Eridanus
3.168417,8.99,0.168274854,Pisces
1.288928,7.05,-0.313006098,Cetus
2.381271,8.83,-1.152225195,Hydrus
3.599579,10,-0.434837295,Sculptor
1.359541,8.8,-0.19332826,Cetus
3.448717,8.73,-0.580044798,Sculptor
3.183146,8.32,0.211313558,Pisces
3.729344,5.24,0.446444085,Taurus
1.568776,10.09,-0.213933891,Cetus
1.067686,6.86,-0.40517441,Cetus
2.90836,8.85,-0.863928202,Phoenix
2.089887,9.45,-0.676647098,Fornax
1.471137,9.16,0.10488966,Cetus
1.040977,9.05,1.507959847,Cepheus
2.596031,10.39,1.015907283,Perseus
1.649419,6.95,0.174635833,Cetus
2.175262,9.02,-0.51252137,Fornax
1.286502,6.35,-0.333029897,Cetus
1.090645,8.35,-0.229828139,Cetus
1.58849,7.47,-0.284634961,Cetus
3.819896,7.4,-1.109851188,Tucana
2.51315,7.49,0.360681532,Pegasus
3.045125,8.44,-0.709236793,Phoenix
2.698869,8.4,0.907988364,Perseus
1.476986,7.98,-0.278834918,Cetus
1.124644,8.01,-0.137906096,Cetus
2.616281,8.15,0.795859032,Perseus
2.505082,6.43,0.469809617,Pegasus
3.090715,6.84,-0.044702524,Pisces
2.836676,8.53,-0.767036061,Phoenix
3.893158,8.71,-1.074762078,Tucana
0.564506,8.38,0.956166108,Camelopardalis
3.560429,5.95,-0.660720195,Sculptor
3.540879,7.66,-0.582239956,Sculptor
2.599476,8.62,0.976081802,Perseus
1.042191,8.94,1.45485365,Cepheus
2.501626,9.68,-1.508303276,Hydrus
3.352309,8.68,0.266326037,Pisces
0.475892,9.01,0.332166187,Aries
0.604683,8.64,1.018038604,Cassiopeia
1.93821,8.67,-0.002855087,Eridanus
0.608413,8.66,0.891417541,Cassiopeia
3.63872,10.42,0.058730031,Taurus
0.675116,8.49,0.98617584,Cassiopeia
0.18223,6.54,0.874793641,Andromeda
3.789693,7.46,0.501539618,Triangulum
0.564719,10.33,1.265630191,Camelopardalis
2.820641,8.84,0.762222774,Perseus
0.592965,8.5,0.886746392,Cassiopeia
1.047604,9.16,-0.230859797,Cetus
0.629358,7.82,0.9793595,Cassiopeia
1.061299,9.08,-0.189854594,Cetus
3.775466,7.77,0.516101439,Triangulum
0.250996,7.31,0.638838969,Andromeda
1.834575,9.17,-0.151936958,Eridanus
1.270385,8.47,-0.306106251,Cetus
0.830077,6.69,1.065318241,Cassiopeia
3.107106,8.32,0.27641128,Pisces
1.194342,5.35,-0.196637979,Cetus
3.859025,9.24,-1.041980547,Tucana
0.681112,9.71,1.080367362,Cassiopeia
1.042814,8.8,-0.394351996,Cetus
2.89896,9.11,-0.945175432,Phoenix
0.541278,8.03,1.038966558,Camelopardalis
2.614148,8.65,0.687070155,Perseus
0.933088,7.85,1.272595295,Cassiopeia
3.348596,6.66,0.373469413,Pisces
0.432956,5.26,0.304809692,Aries
3.83196,9.1,-1.11138338,Tucana
0.918114,8.96,1.142844222,Cassiopeia
3.849026,7.43,-1.290893717,Tucana
2.15095,9.28,-0.648970424,Fornax
1.038433,9,1.372041406,Cepheus
0.138515,7.59,0.408690551,Andromeda
0.70228,8,1.101332481,Cassiopeia
0.02033,7.17,0.809621098,Andromeda
1.154681,9.8,-0.370304595,Cetus
2.274546,8.49,-1.121778647,Horologium
2.259918,8.59,-0.874948632,Horologium
0.439861,7.54,0.256044218,Aries
3.899945,9.08,-1.089903866,Tucana
3.002646,7.69,-0.898877307,Phoenix
0.455366,7.31,0.26234341,Aries
1.234313,6.36,-0.418815029,Cetus
3.828785,9.58,-1.179469489,Tucana
3.178209,9.11,0.175909129,Pisces
0.552559,7.88,1.346877459,Camelopardalis
1.932025,8.24,-0.141150873,Eridanus
1.887279,5.57,-0.221215889,Eridanus
1.325815,8.63,-0.210925788,Cetus
2.142655,10,-0.596555981,Fornax
3.219446,10.77,0.093322754,Pisces
3.682252,7.45,0.132388047,Taurus
0.783564,7.48,0.909864961,Cassiopeia
1.172926,9.12,-0.2589599,Cetus
2.855659,8.17,-0.946141978,Phoenix
2.799837,9.32,0.566185469,Perseus
2.15262,7.05,-0.681083608,Fornax
3.888885,9.09,-1.112829839,Tucana
0.632773,8.74,1.090940265,Cassiopeia
1.520877,9.09,0.152220973,Cetus
3.643082,5.93,0.108013243,Taurus
0.390893,8.92,0.234391929,Aries
3.297894,9.74,0.53466483,Pisces
1.077273,6.46,-0.332504273,Cetus
1.047605,4.55,-0.302570064,Cetus
1.103508,7.68,-0.262939289,Cetus
0.165283,7.31,0.813844002,Andromeda
1.256577,9.93,-0.262117584,Cetus
2.693038,8.11,0.718734921,Perseus
3.30614,8.66,0.117650228,Pisces
0.775303,8.5,1.312498352,Cassiopeia
2.085287,5.74,-0.524383782,Fornax
1.97358,9.39,-0.607349967,Eridanus
2.201388,8.37,-0.604750843,Fornax
0.679484,9.87,1.077538133,Cassiopeia
2.1626,8.5,-0.574664258,Fornax
0.217386,6.6,0.800718156,Andromeda
0.222045,7.69,0.845026273,Andromeda
1.886729,8.64,-0.296685814,Eridanus
3.007465,8.42,-0.848422881,Phoenix
1.479036,9.82,-0.043835676,Cetus
2.960353,8.81,-0.979190373,Phoenix
3.866212,8.44,-1.289264256,Tucana
1.715493,9.97,-0.68856995,Eridanus
0.550378,6.84,1.027037786,Camelopardalis
2.950426,9.13,-0.698427483,Phoenix
1.267656,8.37,-0.022017142,Cetus
3.690652,9.85,0.37478312,Taurus
3.368424,7.5,0.496688308,Pisces
1.65701,10.23,0.018108746,Cetus
0.316839,10.09,0.351729077,Aries
2.301033,7.27,-0.823014064,Horologium
0.422646,10.78,0.43351594,Aries
3.741923,8.29,0.403583138,Taurus
0.050135,9.07,0.812381248,Andromeda
2.182982,5.71,-0.622756575,Fornax
3.006167,10.37,-0.905895194,Phoenix
0.564704,8.1,1.367098482,Camelopardalis
0.397728,10.64,0.187882092,Aries
0.245635,9.01,0.734377111,Andromeda
3.867409,8.32,-1.197782623,Tucana
1.104224,8.5,-0.098331101,Cetus
3.337952,11.03,0.475353754,Pisces
0.50331,9.25,0.286647676,Aries
0.840721,10.01,1.249085153,Cassiopeia
0.734994,6.48,0.890727699,Cassiopeia
3.423584,8.43,-0.627624326,Sculptor
3.420028,6.89,-0.947604945,Reticulum
1.191381,7.89,0.000341786,Cetus
1.134435,8.89,-0.069685207,Cetus
3.80953,7.25,0.592299552,Triangulum
3.669433,10.42,0.057131543,Taurus
0.011998,6.07,0.506520758,Andromeda
2.158859,9.49,-0.424043513,Fornax
0.174561,8.09,0.868368214,Andromeda
2.814546,9.26,0.754432482,Perseus
1.793383,9.72,-0.786043255,Eridanus
1.007717,7.11,1.36951189,Cepheus
2.712397,10.29,0.667624595,Perseus
3.612082,7.72,-0.654023329,Sculptor
2.960208,8.84,-0.889933712,Phoenix
1.782161,9,-0.082455123,Eridanus
1.98829,9.44,-0.502571259,Fornax
2.030365,9.59,-0.468215243,Fornax
0.35889,6.88,0.342336629,Aries
1.319532,8.3,-0.281842089,Cetus
1.876261,8.41,-0.38508266,Eridanus
0.857228,7.21,1.251836411,Cassiopeia
0.591274,6.41,1.103118604,Cassiopeia
0.472556,9.81,0.182315293,Aries
0.728172,10.76,1.098228935,Cassiopeia
2.559387,8.66,0.956828242,Perseus
2.996898,10.37,-0.886768241,Phoenix
1.870091,7.14,-0.36532103,Eridanus
2.523911,8.22,0.358835486,Pegasus
0.6229,8.61,1.122249943,Cassiopeia
2.287077,8.25,-0.851657827,Horologium
2.640227,6.35,0.924978299,Perseus
1.089413,8.62,-0.161932359,Cetus
1.906587,10.11,-0.382707439,Eridanus
1.757804,6.05,-0.22287356,Eridanus
2.536359,7.92,0.915770556,Perseus
3.692725,10.6,0.048881519,Taurus
0.253088,6.85,0.719291754,Andromeda
1.071544,8.99,-0.280207255,Cetus
1.621156,9.39,0.032772861,Cetus
3.283341,10.1,0.442117636,Pisces
0.649308,9.1,0.922680998,Cassiopeia
3.297155,8.48,0.502778596,Pisces
1.931555,8.6,-0.724859447,Eridanus
3.278775,8.77,0.550199773,Pisces
2.742848,7.64,0.887438824,Perseus
3.700152,3.72,0.420857162,Taurus
2.690627,8.7,0.945657138,Perseus
1.245809,9.71,-0.341783713,Cetus
3.845255,8.39,-1.015941734,Tucana
0.253579,8.22,0.640832328,Andromeda
2.848417,9.86,-0.772720553,Phoenix
2.535786,8.69,0.884284897,Perseus
2.407253,9.69,-1.361536261,Hydrus
2.100734,7.54,-0.542273426,Fornax
0.166811,6.13,0.791289188,Andromeda
1.840121,10.93,-0.182253298,Eridanus
1.94398,9.52,-0.691552487,Eridanus
0.828331,8.83,1.018317251,Cassiopeia
3.616666,5.7,-0.642844988,Sculptor
1.009717,9.81,1.380340005,Cepheus
1.71389,9.85,-0.693259547,Eridanus
0.334873,8.39,0.338418158,Aries
1.53215,11.85,-0.145881019,Cetus
2.93933,8.99,-0.905398565,Phoenix
3.629887,10.12,-0.020206504,Taurus
2.375219,6.18,-1.017020212,Hydrus
2.70161,8.55,0.630763094,Perseus
1.650017,7.99,0.119853037,Cetus
0.229603,8.65,0.79760242,Andromeda
1.873587,7.86,-0.246371912,Eridanus
3.57272,8.69,-0.683996787,Sculptor
3.604338,8.24,-0.547990371,Sculptor
1.24755,8.86,-0.254024999,Cetus
3.695676,7.52,0.437740953,Taurus
0.83906,8.99,1.098454866,Cassiopeia
2.962781,8.77,-0.708122224,Phoenix
1.637269,9.55,0.038471226,Cetus
2.185562,8.73,-0.448550165,Fornax
3.493068,7.86,-0.675195173,Sculptor
1.154704,8.93,-0.020677546,Cetus
0.925885,8.55,1.021912362,Cassiopeia
0.878246,6.66,1.046845306,Cassiopeia
0.548274,9.19,1.079381567,Camelopardalis
0.133861,8.76,0.76710096,Andromeda
3.73851,8.97,0.243417872,Taurus
2.146017,8.72,-0.60481438,Fornax
0.712331,9.6,1.02212857,Cassiopeia
2.827964,8.58,0.798629969,Perseus
0.432386,8.19,0.255055868,Aries
1.169475,9.79,-0.32607338,Cetus
2.123245,7.79,-0.520854718,Fornax
3.691303,8.13,0.463772034,Taurus
1.10648,7.83,-0.00559959,Cetus
0.920801,7.05,1.187947257,Cassiopeia
0.012567,8.83,0.666760091,Andromeda
0.560473,8.5,0.975087373,Camelopardalis
1.302897,7.04,-0.035523405,Cetus
1.939701,8.61,-0.412676078,Eridanus
0.817029,8.64,1.354431634,Cassiopeia
3.819782,8.08,-1.152437292,Tucana
2.734545,7.88,0.857653136,Perseus
0.259364,8.24,0.824334878,Andromeda
2.537771,8.69,0.944441921,Perseus
2.405801,8.06,-1.092437219,Hydrus
1.31183,8.32,-0.405680351,Cetus
0.859691,9.71,1.160528086,Cassiopeia
0.588736,8.97,0.942038903,Cassiopeia
1.544132,9.57,-0.208987798,Cetus
3.648637,8.89,0.046465788,Taurus
1.314549,7.8,-0.122745902,Cetus
3.172015,7.58,0.27619396,Pisces
2.437846,9.44,-1.392495514,Hydrus
1.002608,6.91,1.253270776,Cepheus
2.498709,7.82,-1.496060449,Hydrus
3.688208,10.84,0.162845758,Taurus
1.57317,9.94,-0.017791298,Cetus
2.467134,6.8,-1.33947543,Hydrus
3.335472,9.24,0.3691759,Pisces
2.673983,9.42,0.849687712,Perseus
1.869372,10.13,-0.178212073,Eridanus
3.065929,9.55,-0.712849813,Phoenix
3.174373,8.93,0.09727833,Pisces
0.527986,7.55,0.979858149,Camelopardalis
1.394496,9.4,-0.151045703,Cetus
3.160557,7.9,0.253347931,Pisces
0.125771,7.06,0.717012001,Andromeda
2.684326,8.7,0.913379157,Perseus
3.450856,10.68,-0.529704879,Sculptor
3.629106,8.75,0.169143428,Taurus
2.575056,11.02,1.003030132,Perseus
1.096658,10.08,-0.348952878,Cetus
3.311013,8.63,0.095205485,Pisces
0.250387,8.09,0.820994564,Andromeda
2.815499,8.59,0.550714456,Perseus
1.311725,8.88,0.023718881,Cetus
3.326363,8.13,0.298433258,Pisces
3.559702,11.03,-0.499863713,Sculptor
0.821757,6.72,1.088243898,Cassiopeia
0.573652,8.93,0.855392951,Cassiopeia
1.661338,10.1,0.100408519,Cetus
2.645282,6.88,0.743314468,Perseus
1.537901,7.99,0.10065721,Cetus
0.160101,9.02,0.648920171,Andromeda
0.297327,8.18,0.739868013,Andromeda
0.6459,8.4,0.963678922,Cassiopeia
2.280348,9.7,-0.883873038,Horologium
0.572924,8.86,0.939373651,Cassiopeia
0.46076,8.26,0.19066496,Aries
1.824831,10.63,-0.120299523,Eridanus
1.61152,6.04,0.082233443,Cetus
0.213975,10.74,0.778250196,Andromeda
0.164562,7.66,0.749301807,Andromeda
1.979085,6.82,-0.011442503,Eridanus
0.546742,9.15,1.003096014,Camelopardalis
2.772553,7.9,0.748515032,Perseus
1.094097,8.89,-0.281579598,Cetus
3.368023,10.21,0.408210407,Pisces
2.981231,8.2,-0.696389915,Phoenix
3.610784,8.94,-0.584129082,Sculptor
1.340178,8.79,-0.328132656,Cetus
0.352564,8.77,0.362297033,Aries
1.520444,8.96,0.062994205,Cetus
0.42901,7.1,0.517987978,Aries
2.160132,7.85,-0.608136255,Fornax
2.970937,8.92,-0.860039091,Phoenix
0.536373,8.68,1.086117161,Camelopardalis
0.666521,8.61,0.845847788,Cassiopeia
3.542524,9.75,-0.451810872,Sculptor
3.144518,9.14,0.314954854,Pisces
0.06809,8.99,0.418589331,Andromeda
0.511935,8.29,0.478253867,Aries
0.178462,8.15,0.754166526,Andromeda
1.574413,8.76,-0.414035691,Cetus
2.695289,7.29,0.649572877,Perseus
3.534066,10.58,-0.544259698,Sculptor
1.862501,8.83,-0.349874672,Eridanus
2.072667,8.32,-0.475738609,Fornax
1.194497,7.41,-0.065239949,Cetus
1.052368,9.57,-0.251899534,Cetus
0.638578,7.39,1.088282653,Cassiopeia
1.479176,8.54,-0.088676695,Cetus
3.593853,8.05,-0.65955066,Sculptor
1.178212,8.85,-0.338995642,Cetus
2.281404,8.23,-1.047190998,Horologium
1.234838,7.93,-0.337065817,Cetus
3.246079,8.21,0.365896247,Pisces
0.955611,8.7,1.248264051,Cassiopeia
2.354107,9.23,-1.342537526,Hydrus
2.153025,3.8,-0.505929377,Fornax
2.350371,2.82,-1.348340964,Hydrus
1.393684,9.36,-0.091925183,Cetus
0.35193,8.33,0.405209257,Aries
1.915659,8.07,-0.246080609,Eridanus
1.343567,9.4,-0.051350852,Cetus
2.59506,8.99,0.993054427,Perseus
1.023476,6.84,1.422128972,Cepheus
0.3537,7.71,0.418149567,Aries
0.350227,8.13,0.264443307,Aries
0.560981,6.46,0.996901835,Camelopardalis
3.011739,6.92,-0.797461293,Phoenix
1.93162,7.28,-0.033104695,Eridanus
2.236377,7.06,-1.144290139,Horologium
1.18769,8.94,-0.314720454,Cetus
1.421144,9.92,-0.03270718,Cetus
2.690862,7.62,0.669255684,Perseus
2.389692,7.36,-1.028690462,Hydrus
3.293666,8.52,0.425915321,Pisces
1.862099,9.76,-0.089035,Eridanus
1.738698,10.41,-0.176739224,Eridanus
1.694469,7.47,-0.907416958,Eridanus
3.329791,8.23,0.404506781,Pisces
3.14399,8.43,0.251775579,Pisces
2.422845,8.74,-1.372742946,Hydrus
1.494736,8.85,-0.222730495,Cetus
0.551709,9.25,0.958548236,Camelopardalis
0.515084,7.12,0.500081262,Aries
2.838343,8.68,-0.904239371,Phoenix
1.731408,7.78,-0.693193369,Eridanus
1.85539,9.07,-0.392370185,Eridanus
2.633909,6.51,0.617740336,Perseus
3.022367,8.91,-0.836233891,Phoenix
2.080975,8.11,-0.561949038,Fornax
3.078047,9.56,-0.085976865,Pisces
0.901396,9.16,1.306588246,Cassiopeia
0.966417,8.22,1.307890894,Cassiopeia
3.559572,8.49,-0.607325607,Sculptor
3.234136,9.08,0.402643012,Pisces
3.318094,8.72,0.11197887,Pisces
1.819671,9.65,-0.178197822,Eridanus
1.6667,8.14,-0.002956683,Cetus
3.589258,9.6,-0.43862171,Sculptor
0.979037,9.53,1.222200547,Cassiopeia
3.155151,8.28,0.065558957,Pisces
2.13247,9.48,-0.68618561,Fornax
2.22109,8.22,-0.445111379,Fornax
1.421562,9.87,-0.252378766,Cetus
1.931489,7.01,-0.191058132,Eridanus
3.140445,8.5,0.020320762,Pisces
0.315797,8.82,0.234349538,Aries
1.678358,7.97,-0.981477772,Eridanus
3.152339,6.83,0.279909128,Pisces
3.611061,7.43,-0.506537026,Sculptor
2.311545,7.91,-0.89556772,Horologium
2.428358,7.81,-1.19748465,Hydrus
0.505797,7.75,0.469971245,Aries
0.297668,8.12,0.687168744,Andromeda
1.973552,8.22,-0.27254688,Eridanus
0.860598,8.95,1.097911746,Cassiopeia
2.813001,6.73,0.919010051,Perseus
2.58656,8.56,0.992293688,Perseus
2.038359,8.31,-0.537461141,Fornax
2.462479,10.26,-1.226878747,Hydrus
3.852524,8.52,-1.07101777,Tucana
1.562068,8.15,-0.164808187,Cetus
1.005258,7.11,1.477857147,Cepheus
3.696956,6.13,0.343219559,Taurus
1.54237,6.17,-0.393490037,Cetus
3.677843,8.81,0.487932728,Taurus
2.654732,9.33,0.915900982,Perseus
2.950345,7.7,-0.825323974,Phoenix
2.031673,9.21,-0.583884796,Fornax
3.198985,7.28,0.569973477,Pisces
3.605706,9.22,-0.628397343,Sculptor
2.894668,7.73,-0.848946059,Phoenix
2.311762,10.9,-0.861340396,Horologium
1.43822,8.53,0.068139464,Cetus
0.246995,9.33,0.796573508,Andromeda
2.694224,6.9,0.910424182,Perseus
3.622932,6.47,0.015884008,Taurus
3.482417,9.07,-0.435126522,Sculptor
1.688561,9.51,-0.939724035,Eridanus
3.345889,9.86,0.347539145,Pisces
2.288668,9.77,-0.802706648,Horologium
0.648307,8.26,1.0958716,Cassiopeia
3.023917,11.64,-0.761593823,Phoenix
2.29876,9.15,-0.962753703,Horologium
1.035235,8.79,1.498602145,Cepheus
2.212404,8.94,-0.600761499,Fornax
2.21184,6.77,-0.430262588,Fornax
1.689256,9.96,-0.937802923,Eridanus
3.012261,8.21,-0.869259063,Phoenix
3.194545,10.56,0.079571459,Pisces
0.98261,6.9,1.16671789,Cepheus
1.310103,7.17,-0.2307994,Cetus
2.421414,5.67,-1.18239714,Hydrus
2.033805,9.33,-0.478562584,Fornax
2.695036,9.07,0.758047646,Perseus
0.018671,9.05,0.59983355,Andromeda
3.071376,9.32,0.093773193,Pisces
1.197471,9.85,-0.275454133,Cetus
3.415396,7.83,-0.983223068,Reticulum
3.693379,7.91,0.37143499,Taurus
1.822958,8.81,-0.056448711,Eridanus
0.734166,8.19,1.110127794,Cassiopeia
2.189538,7.71,-0.652269513,Fornax
2.796568,6.1,0.804593525,Perseus
3.18992,9.52,0.171800623,Pisces
3.613066,8.68,-0.550093627,Sculptor
1.899676,8.05,-0.150163307,Eridanus
3.057262,9.19,-0.740366778,Phoenix
0.266706,8.94,0.68878289,Andromeda
0.919907,8.57,1.326759251,Cassiopeia
0.375102,7.91,0.282090397,Aries
3.508597,8.45,-0.538597709,Sculptor
1.214249,8.98,0.045099949,Cetus
2.252423,7.55,-1.094258774,Horologium
2.476085,8.66,-1.205654777,Hydrus
1.520961,9.12,-0.371915239,Cetus
0.775311,9.22,0.938250203,Cassiopeia
3.249182,6.99,0.35170265,Pisces
1.733461,8.56,-0.32978794,Eridanus
2.280506,9.16,-0.852652116,Horologium
3.540742,9.34,-0.504132453,Sculptor
2.482803,4.78,-1.34505063,Hydrus
2.16414,5.93,-0.502603776,Fornax
1.49337,7.52,0.046507107,Cetus
2.781289,8.64,0.84811631,Perseus
3.811636,9.58,-1.025928934,Tucana
2.578114,8.69,0.957810713,Perseus
1.911682,8.87,-0.193299106,Eridanus
1.247527,8.37,-0.007771439,Cetus
2.733523,1.79,0.870241752,Perseus
3.799736,7.72,0.605248079,Triangulum
2.72694,7.68,0.918425589,Perseus
1.045823,6.9,-0.234003927,Cetus
0.521803,8.96,1.027223271,Camelopardalis
3.764046,11.62,0.52029745,Triangulum
1.504296,7.32,-0.24931203,Cetus
1.175761,7.93,-0.411537541,Cetus
2.974478,7.34,-0.879931122,Phoenix
3.557366,8.12,-0.637818706,Sculptor
0.916715,7.67,1.187893974,Cassiopeia
1.906506,7.95,-0.129660608,Eridanus
2.952281,11.62,-0.799222123,Phoenix
1.236178,10.15,-0.288999424,Cetus
2.641943,8.21,0.89067296,Perseus
1.017154,8.77,1.381511356,Cepheus
2.432085,9.83,-1.29344984,Hydrus
0.999983,6.55,1.183734925,Cepheus
3.316365,7.64,0.06641649,Pisces
0.216572,9.65,0.767383925,Andromeda
2.551,7.95,0.869164222,Perseus
0.095346,7.9,0.79594424,Andromeda
0.967169,8.76,1.110169075,Cassiopeia
3.231851,4.27,0.137708842,Pisces
3.340782,8.87,0.402430712,Pisces
3.104033,7.58,0.153907871,Pisces
3.467055,9.31,-0.571133822,Sculptor
3.52376,9.03,-0.671796635,Sculptor
1.554274,10.1,0.176926233,Cetus
0.79973,8.22,1.228490033,Cassiopeia
0.989878,8.78,1.331438692,Cepheus
0.239551,6.89,0.653273007,Andromeda
2.506001,8.79,0.296499974,Pegasus
1.012304,6.27,1.394692827,Cepheus
0.539182,6.45,1.025646927,Camelopardalis
2.426965,9.41,-1.41277435,Hydrus
1.673892,7.82,-0.92851236,Eridanus
2.241167,8.99,-0.890573613,Horologium
0.167559,6.73,0.595129408,Andromeda
1.848079,7.97,-0.293717065,Eridanus
0.149905,7.73,0.83261365,Andromeda
1.517093,9.71,-0.137879082,Cetus
3.749486,5.97,0.524421167,Triangulum
2.336226,6.58,-0.885824747,Horologium
1.171573,9.52,-0.172897521,Cetus
0.627113,6.71,0.990984491,Cassiopeia
1.591423,9.95,-0.284553584,Cetus
0.035562,8.66,0.481922931,Andromeda
2.853213,9.5,-0.840264043,Phoenix
0.182818,9.23,0.735286979,Andromeda
3.199682,7.86,0.070865502,Pisces
0.911174,7.47,1.108226495,Cassiopeia
1.457409,8.19,-0.267292958,Cetus
0.377586,8.67,0.456531188,Aries
3.603602,7.11,-0.522033786,Sculptor
3.529746,8.87,-0.437112046,Sculptor
0.726629,9.63,0.924677571,Cassiopeia
2.686432,8.31,0.970994609,Perseus
0.585804,8.15,1.130649071,Cassiopeia
2.576626,6.96,0.916491341,Perseus
3.649659,8.16,0.328124082,Taurus
0.6401,10.63,1.280562083,Cassiopeia
1.573332,7.22,0.042157867,Cetus
2.610718,9.18,0.945588542,Perseus
3.353455,9.22,0.252593321,Pisces
3.662547,7.57,0.329920975,Taurus
1.673193,7.78,-0.931471973,Eridanus
2.215276,6.97,-0.452310388,Fornax
1.358696,7.69,-0.252924183,Cetus
0.498014,11.11,0.459283967,Aries
0.45863,9.35,0.32190444,Aries
3.255677,8.74,0.426884367,Pisces
1.983532,7.89,-0.139891777,Eridanus
2.404841,8.8,-1.287254526,Hydrus
0.394173,7.81,0.389803146,Aries
0.951741,9.67,1.137294507,Cassiopeia
0.569187,8.34,1.277804104,Camelopardalis
3.505387,6.68,-0.592739108,Sculptor
0.995711,11.67,1.186937308,Cepheus
1.479874,9.04,-0.256809549,Cetus
2.569921,9.4,0.920452021,Perseus
1.390552,9.25,-0.136593239,Cetus
3.019031,6.97,-0.804314412,Phoenix
2.856276,8.94,-0.88488827,Phoenix
1.365874,8.07,-0.116399482,Cetus
3.254715,9.67,0.048410308,Pisces
1.242821,6.4,-0.155441383,Cetus
1.758307,9.11,-0.105682618,Eridanus
0.399708,8.35,0.289947866,Aries
2.075387,9.71,-0.488670125,Fornax
0.069514,7.6,0.431706265,Andromeda
2.887307,8.7,-0.722253427,Phoenix
3.279375,7.24,0.357831089,Pisces
2.910215,7.81,-0.731283096,Phoenix
2.688417,8.08,0.792083726,Perseus
0.847896,6.54,1.131932453,Cassiopeia
3.56905,10.55,-0.48179386,Sculptor
1.593309,9.93,-0.400662409,Cetus
2.231182,8.46,-0.951956935,Horologium
3.670132,9.96,-0.005498273,Taurus
1.057977,8.76,-0.137829758,Cetus
1.068604,7.99,-0.154156916,Cetus
2.901235,10.02,-0.916193695,Phoenix
0.238946,7.45,0.821817448,Andromeda
3.618626,10.34,-0.513365592,Sculptor
2.537089,9.66,0.887044984,Perseus
3.292093,8.01,0.129685208,Pisces
3.01507,7.92,-0.842837981,Phoenix
2.349089,10.8,-1.403415542,Hydrus
0.780558,9.12,1.183420751,Cassiopeia
1.400113,8.9,-0.220933368,Cetus
2.959063,7.8,-0.830692777,Phoenix
2.942807,9.52,-0.7155665,Phoenix
1.539011,8.11,0.148332941,Cetus
0.592839,8.45,0.934215123,Cassiopeia
2.040274,8.58,-0.592430251,Fornax
2.227578,5.81,-0.976420891,Horologium
1.060949,7.68,-0.382813452,Cetus
2.177416,7.65,-0.648744578,Fornax
2.209572,7.14,-0.488164393,Fornax
1.986377,6.38,-0.47732715,Fornax
1.974442,8.6,-0.33003352,Eridanus
0.168541,8.69,0.8037397,Andromeda
0.816067,8.24,1.282502011,Cassiopeia
1.358366,9.31,-0.21223753,Cetus
3.355292,7.59,0.240391994,Pisces
2.162634,11.58,-0.483395027,Fornax
2.842653,7.51,-0.728728505,Phoenix
3.865399,9.08,-1.09833163,Tucana
3.555887,9.1,-0.539817742,Sculptor
1.599713,10.75,0.090266608,Cetus
0.638962,7.74,0.829552779,Cassiopeia
1.154737,7.68,0.010112545,Cetus
2.179612,9.1,-0.428964342,Fornax
1.046971,9.04,-0.26250699,Cetus
