ra,mag,decrad,con
1.819273,8.11,-0.210160724,Eridanus
2.756351,8.61,0.867537523,Perseus
1.46458,8.31,0.074807586,Cetus
2.501395,9.03,-1.449363158,Hydrus
0.447328,8.96,0.400276923,Aries
3.780258,8.12,0.525618694,Triangulum
3.345076,9.23,0.376347328,Pisces
2.509861,8.9,0.220869461,Pegasus
0.462442,8.79,0.194362323,Aries
1.583613,9.23,-0.261677993,Cetus
3.089493,7.27,0.021712514,Pisces
1.352558,9.72,-0.265828149,Cetus
3.560855,9.14,-0.461509786,Sculptor
1.047328,9.15,-0.412167085,Cetus
3.757653,8.06,0.514253838,Triangulum
1.67321,9.46,-0.923643563,Eridanus
0.967549,8.53,1.062442699,Cassiopeia
2.899168,9.1,-0.710851916,Phoenix
3.164651,6.32,0.230506808,Pisces
2.568136,9.36,1.020032096,Perseus
0.948738,8.86,1.005532963,Cassiopeia
3.834294,9.06,-1.026946239,Tucana
2.852824,7.19,-0.779576444,Phoenix
3.439429,9.77,-0.524151737,Sculptor
1.932298,7.35,-0.754694645,Eridanus
1.314618,8.15,-0.162529187,Cetus
3.037992,9.77,-0.828951605,Phoenix
1.956295,8.37,-0.142566137,Eridanus
2.790821,7.72,0.912786925,Perseus
2.206989,8.28,-0.507930515,Fornax
0.078131,9.22,0.397393483,Andromeda
0.990038,9.21,1.414964105,Cepheus
1.319541,8.66,-0.391201141,Cetus
2.039212,7.65,-0.559586521,Fornax
0.148699,7.68,0.639771377,Andromeda
2.228234,9.4,-1.06844534,Horologium
3.319403,9.06,0.077875796,Pisces
1.584388,9.19,-0.143966933,Cetus
3.408341,8.66,-1.006029749,Reticulum
1.001567,8.44,1.358452621,Cepheus
0.367617,7.68,0.416671926,Aries
0.557628,8.85,1.062366722,Camelopardalis
3.260268,8.19,0.29281784,Pisces
1.21731,8.23,-0.338931742,Cetus
0.799465,9.42,1.09738534,Cassiopeia
2.934048,8.63,-0.747134819,Phoenix
0.838403,8.64,1.240076391,Cassiopeia
0.703233,6.22,0.900091193,Cassiopeia
3.367056,7.15,0.165528439,Pisces
1.864024,8.55,-0.721090913,Eridanus
0.776467,8.13,0.984610663,Cassiopeia
0.566283,10.8,1.391173398,Camelopardalis
0.666851,8.62,0.861296905,Cassiopeia
3.555876,8.2,-0.517010392,Sculptor
3.13079,8.99,0.324272432,Pisces
0.704045,7.49,0.838745365,Cassiopeia
3.386702,8.07,0.04821336,Pisces
2.478293,9.35,-1.436649625,Hydrus
0.044967,7.73,0.628143323,Andromeda
3.54598,8.78,-0.530557347,Sculptor
0.283389,7.56,0.805293489,Andromeda
0.002488,8.69,0.616393049,Andromeda
0.888359,8.22,1.041461817,Cassiopeia
0.010549,8.36,0.776124807,Andromeda
3.470126,8.59,-0.55336415,Sculptor
3.613136,8.96,-0.677020248,Sculptor
3.155034,7.25,0.225383149,Pisces
3.001975,3.41,-0.756045806,Phoenix
3.570455,8.72,-0.452022457,Sculptor
2.189189,11.18,-0.629256794,Fornax
0.358583,10.6,0.208440759,Aries
0.002355,9.93,0.624001007,Andromeda
0.146337,8.3,0.747893886,Andromeda
1.955373,9.26,-0.719183937,Eridanus
1.450682,8.49,-0.172243241,Cetus
1.670087,10.27,0.030939109,Cetus
1.977945,7.91,-0.685242294,Eridanus
3.865151,10.84,-1.267691539,Tucana
1.198704,9.45,-0.031695325,Cetus
2.678414,9.71,0.786963839,Perseus
1.041578,9.89,1.442919568,Cepheus
2.862348,9.69,-0.699739714,Phoenix
3.375715,7.8,0.149198301,Pisces
0.758317,5.32,1.200413386,Cassiopeia
0.461254,7.52,0.481179332,Aries
0.302558,8.74,0.771261073,Andromeda
2.059127,7.87,-0.630181955,Fornax
3.006984,7.78,-0.864429057,Phoenix
2.718709,8.54,0.835501415,Perseus
1.734479,8.23,-0.02416176,Eridanus
3.168486,7.67,0.048234767,Pisces
1.777602,8.6,-0.808231354,Eridanus
2.89139,9.13,-0.94745625,Phoenix
3.765962,8.96,0.551304508,Triangulum
1.743551,8.67,-0.694701263,Eridanus
0.355936,5.23,0.370201666,Aries
1.975659,9.59,-0.694889596,Eridanus
3.570185,8.94,-0.526798051,Sculptor
2.35019,8.81,-1.365726831,Hydrus
3.050497,9.32,-0.761098483,Phoenix
0.954843,7.18,1.137199095,Cassiopeia
3.498404,8.62,-0.468729692,Sculptor
0.530859,8.69,1.006560349,Camelopardalis
3.566142,9.39,-0.650603828,Sculptor
2.648509,7.82,0.626545243,Perseus
1.789335,10.53,-0.198008581,Eridanus
3.285083,9.55,0.56709672,Pisces
2.925811,6.28,-0.815027703,Phoenix
3.408249,6.96,-1.043294661,Reticulum
2.968959,9.11,-0.801294643,Phoenix
0.065845,8.22,0.595456286,Andromeda
2.782158,6.73,0.742432961,Perseus
1.561752,6.17,0.130393427,Cetus
3.616118,9.48,-0.46059505,Sculptor
2.304072,6.75,-0.797001512,Horologium
2.992931,9.49,-0.964129946,Phoenix
0.121286,9.03,0.790544835,Andromeda
3.110975,7.71,0.005606649,Pisces
3.205393,6.7,0.514685467,Pisces
3.26879,10.95,0.325883849,Pisces
2.302592,8,-0.795781316,Horologium
3.773172,8.17,0.535947273,Triangulum
2.02594,9.52,-0.625162119,Fornax
1.208763,8.85,-0.428520041,Cetus
1.328591,9.17,-0.208424639,Cetus
1.342659,7.38,-0.306313074,Cetus
1.030213,8.32,1.463870227,Cepheus
2.91708,8.45,-0.944533398,Phoenix
0.064616,8.34,0.683223822,Andromeda
1.316663,7.24,-0.412743665,Cetus
2.4144,6.66,-1.337335932,Hydrus
3.139197,7.5,0.366942546,Pisces
0.632623,9.72,0.936705269,Cassiopeia
2.650329,9.22,0.644891449,Perseus
0.432676,8.85,0.371042186,Aries
1.067101,7.58,-0.134084682,Cetus
2.239042,8.47,-1.04540533,Horologium
3.081925,8.22,-0.021608862,Pisces
0.158617,5.04,0.766934185,Andromeda
3.800571,8,0.551185055,Triangulum
1.699746,8.55,-0.853284798,Eridanus
1.701725,7.14,-0.923082004,Eridanus
0.406242,9.25,0.500598959,Aries
2.36303,8.8,-1.411454683,Hydrus
1.810888,7.6,-0.71530962,Eridanus
2.680152,8.26,0.833607432,Perseus
2.405752,9.54,-1.059543831,Hydrus
0.367797,8.61,0.252477986,Aries
2.473033,8.51,-1.267268113,Hydrus
0.464439,5.45,0.440785948,Aries
1.729147,8.24,-0.791771072,Eridanus
1.183654,8.21,-0.006655711,Cetus
2.613185,7.9,0.648807159,Perseus
2.689336,10.11,0.798186937,Perseus
0.885906,9.19,1.04279649,Cassiopeia
3.31124,8.47,0.400854861,Pisces
2.15976,8.21,-0.681580385,Fornax
0.219317,9.06,0.623739318,Andromeda
0.548112,8.21,1.114822559,Camelopardalis
1.74332,10.03,-0.248316085,Eridanus
1.292783,9.21,-0.18525806,Cetus
3.517628,9.08,-0.508529419,Sculptor
0.543958,8.17,1.186728904,Camelopardalis
2.96244,9.34,-0.939782454,Phoenix
0.220035,8.55,0.817031452,Andromeda
0.811029,7.18,1.109921242,Cassiopeia
0.006146,9.04,0.573268472,Andromeda
2.803667,7.67,0.723042167,Perseus
1.843793,11.42,-0.373496937,Eridanus
1.450515,11.39,0.099090998,Cetus
3.410466,8.23,-0.987070233,Reticulum
3.368739,8.44,0.346566733,Pisces
1.240565,11.38,-0.125320043,Cetus
1.777422,8.13,-0.181079574,Eridanus
3.843523,8.59,-1.197239364,Tucana
1.554792,10.23,-0.378360813,Cetus
0.598557,10.24,1.145170904,Cassiopeia
0.208593,9.24,0.755055793,Andromeda
0.051029,8.47,0.762936343,Andromeda
2.350742,9.52,-1.32268063,Hydrus
1.748575,10.84,-0.290086565,Eridanus
2.604817,8.92,0.826523316,Perseus
0.029162,8.18,0.685704436,Andromeda
1.676266,7.08,-0.984878351,Eridanus
2.12554,7.38,-0.452625842,Fornax
2.332873,9.45,-0.908388194,Horologium
0.94304,7.07,1.092743729,Cassiopeia
3.239356,7.93,0.122974848,Pisces
2.660176,6.65,0.75685319,Perseus
0.461225,6.38,0.493402935,Aries
2.729249,7.4,0.562691747,Perseus
1.552579,8.71,-0.279933131,Cetus
2.554757,9.05,0.886273109,Perseus
2.135739,7.6,-0.482440997,Fornax
2.900288,6.8,-0.792830298,Phoenix
1.3123,8.56,-0.226472722,Cetus
2.524489,7.33,0.461650068,Pegasus
2.677785,7.59,0.775097814,Perseus
2.237682,8.72,-1.165325628,Horologium
2.709265,6.44,0.706561267,Perseus
2.578334,8.06,1.023393852,Perseus
0.296743,7.69,0.65369758,Andromeda
1.286639,7.62,-0.066327854,Cetus
2.90327,9.72,-0.809100498,Phoenix
3.358397,5.24,0.353752136,Pisces
2.811932,7.91,0.816861328,Perseus
3.864273,9.28,-1.167662442,Tucana
0.284122,7.65,0.858388344,Andromeda
1.262704,8.33,-0.170819143,Cetus
3.367654,10.24,0.136464325,Pisces
2.047857,8.52,-0.420008299,Fornax
0.630759,8.04,0.821767897,Cassiopeia
1.803148,8.86,-0.318186032,Eridanus
3.228166,8.64,0.526443185,Pisces
0.680615,8.4,1.16995654,Cassiopeia
1.534105,8.97,-0.26702557,Cetus
0.548214,9.12,1.017539277,Camelopardalis
0.323087,8.54,0.305639256,Aries
2.044354,9.06,-0.613896477,Fornax
1.719652,9.32,-0.755419557,Eridanus
1.672098,8.68,-0.984896012,Eridanus
0.486196,8.78,0.245036046,Aries
3.454649,10.22,-0.50571044,Sculptor
2.550321,5.7,0.886501488,Perseus
3.168737,8.93,0.102060273,Pisces
0.016824,2.07,0.507723818,Andromeda
1.647722,7.65,0.025906111,Cetus
2.537633,8.98,0.895898423,Perseus
3.549315,9.42,-0.632373653,Sculptor
3.467517,8.1,-0.596374728,Sculptor
0.003356,6.25,0.739446155,Andromeda
3.817427,7.5,-1.087603579,Tucana
3.347315,7.59,0.170406388,Pisces
2.191033,6.38,-0.447051236,Fornax
1.676142,9.48,-0.964277741,Eridanus
2.7323,10.53,0.812915391,Perseus
2.914814,10.7,-0.941841321,Phoenix
2.985631,8.88,-0.939869093,Phoenix
0.088857,8.52,0.67986671,Andromeda
1.690348,8.82,-0.949859036,Eridanus
2.504877,7.57,0.232342318,Pegasus
1.416192,6.92,-0.147859393,Cetus
1.039203,7.01,1.433785694,Cepheus
1.314764,9.33,-0.429407408,Cetus
1.618384,8.52,-0.020331374,Cetus
2.877438,9.52,-0.807838849,Phoenix
3.312434,6.99,0.051872132,Pisces
0.612622,9.75,1.022627163,Cassiopeia
3.639605,10.19,0.021638947,Taurus
3.081543,8.69,-0.032937229,Pisces
1.456051,11.89,0.101796406,Cetus
2.645301,3.93,0.920878977,Perseus
2.577418,8.28,0.990261396,Perseus
3.381861,8.38,0.116484872,Pisces
0.261438,8.49,0.687597655,Andromeda
3.281964,6.04,0.577960896,Pisces
3.513639,10.23,-0.612362694,Sculptor
1.711883,8.02,-0.705729099,Eridanus
3.286136,7.84,0.523471127,Pisces
0.464987,8.2,0.48641668,Aries
2.080122,8.69,-0.437694884,Fornax
1.907846,9.43,-0.088286869,Eridanus
0.613795,6.46,0.854663871,Cassiopeia
1.715458,8.76,-0.868936326,Eridanus
3.345435,8.28,0.391679236,Pisces
3.815816,9.37,-1.017344394,Tucana
3.073855,9.56,-0.049219545,Pisces
1.46044,6.67,0.060261215,Cetus
2.451692,8.52,-1.314023271,Hydrus
1.746156,8.16,-0.026348351,Eridanus
3.355021,8.71,0.196992263,Pisces
3.326305,6.77,0.398392216,Pisces
0.397633,8.23,0.436608535,Aries
3.797963,7.51,0.53870104,Triangulum
1.7772,8.49,-0.401172725,Eridanus
3.116868,9.34,0.262422952,Pisces
2.122153,8.23,-0.626654997,Fornax
2.304599,8.38,-0.825460068,Horologium
3.874227,8.03,-1.224815524,Tucana
3.536651,7.89,-0.451631917,Sculptor
3.749188,8.09,0.59932657,Triangulum
0.239892,7.71,0.782125142,Andromeda
1.473839,8.22,0.067217031,Cetus
0.263501,8.78,0.691015982,Andromeda
0.179568,7.83,0.6129963,Andromeda
3.743085,8.25,0.235706939,Taurus
0.19148,8.97,0.676804227,Andromeda
1.288995,8.32,-0.243023754,Cetus
1.288974,8.16,-0.247957543,Cetus
0.887605,6.59,1.122891591,Cassiopeia
1.498849,9.07,-0.266512789,Cetus
1.31551,8.02,-0.169324864,Cetus
0.937838,9.2,1.343224334,Cassiopeia
3.020944,8.11,-0.798921876,Phoenix
0.15947,7.46,0.781839636,Andromeda
3.174179,8.8,0.338604021,Pisces
2.271554,7.61,-0.854043075,Horologium
3.887144,9.4,-1.227789072,Tucana
2.479644,8.89,-1.366569754,Hydrus
1.307559,8.19,-0.119518901,Cetus
0.249794,8.23,0.714078209,Andromeda
2.059301,5.19,-0.415673305,Fornax
3.042412,9.81,-0.852596984,Phoenix
3.857501,7.23,-1.011028074,Tucana
2.163461,8.31,-0.68001353,Fornax
0.717038,7.84,1.047776246,Cassiopeia
0.418017,7.29,0.306279014,Aries
3.342381,9.51,0.285141122,Pisces
3.745519,8.35,0.510773184,Triangulum
3.490633,6.72,-0.442610512,Sculptor
2.866482,10.4,-0.840579256,Phoenix
2.779269,8.62,0.758900239,Perseus
1.559642,8.51,-0.048769837,Cetus
0.896781,10.06,1.155036677,Cassiopeia
3.504307,9.81,-0.516469836,Sculptor
3.533528,9.62,-0.58910416,Sculptor
2.809441,10.58,0.621993413,Perseus
3.319518,8,0.532529339,Pisces
0.82052,8.37,0.995483187,Cassiopeia
3.285834,8.26,0.488423281,Pisces
0.423391,8.45,0.503644616,Aries
1.577879,9.08,-0.299430067,Cetus
1.403385,9.39,-0.411951354,Cetus
3.809963,9.59,-1.26017514,Tucana
1.978977,10.19,-0.020471347,Eridanus
1.129557,8.12,-0.15836296,Cetus
0.857449,7.82,1.141621391,Cassiopeia
2.17484,9.28,-0.526889993,Fornax
0.919823,8.59,1.145703426,Cassiopeia
1.647132,7.62,0.130208871,Cetus
3.537896,9.31,-0.513156451,Sculptor
3.069279,8.94,0.018608921,Pisces
3.665946,8.41,0.209565087,Taurus
0.60763,9.28,0.87767973,Cassiopeia
2.274804,9.23,-1.166907486,Horologium
3.460948,9.7,-0.46963076,Sculptor
2.922287,6.15,-0.937501774,Phoenix
3.689553,11.31,0.059227414,Taurus
1.021029,7.87,1.479005642,Cepheus
3.300998,7.3,0.553374646,Pisces
0.421593,9.67,0.384730172,Aries
0.547986,7.38,1.121992064,Camelopardalis
1.42953,8.29,-0.016910723,Cetus
1.619465,9.2,0.033666473,Cetus
0.530047,9.27,0.97262583,Camelopardalis
1.592943,9.51,0.020920833,Cetus
2.59984,7.24,0.906894598,Perseus
1.336833,6.43,-0.060051157,Cetus
0.383588,7.61,0.183365106,Aries
1.045671,9.63,-0.364279227,Cetus
0.187687,6.69,0.752971631,Andromeda
2.083031,8.16,-0.522720192,Fornax
3.214009,9.54,0.324916179,Pisces
0.296583,8.11,0.742872056,Andromeda
1.271156,6.8,-0.133683581,Cetus
0.00006,8.59,0.63854543,Andromeda
3.570096,7.89,-0.501484653,Sculptor
0.577489,7.2,1.153669604,Cassiopeia
0.126828,9.09,0.703360182,Andromeda
1.180696,7.93,-0.225789697,Cetus
1.154798,7.27,-0.290641842,Cetus
3.355337,8.09,0.064819698,Pisces
2.177859,7.09,-0.424127652,Fornax
1.712967,8.54,-0.836557377,Eridanus
2.955349,9.57,-0.758831343,Phoenix
3.785452,4.03,0.590744969,Triangulum
1.374129,8.59,-0.360293786,Cetus
1.752277,9.84,-0.270563454,Eridanus
1.498017,8.23,-0.386062848,Cetus
1.052743,9.82,-0.41082572,Cetus
2.443115,8.42,-1.225545408,Hydrus
1.235453,6.44,0.034785141,Cetus
2.765462,8.65,0.559964076,Perseus
1.55441,9.52,-0.343088269,Cetus
1.232358,7.77,-0.398910672,Cetus
1.077892,6.47,-0.140551389,Cetus
2.487343,8.81,-1.513291409,Hydrus
2.503212,9.05,-1.522206665,Hydrus
3.534887,8.81,-0.679501644,Sculptor
3.420291,7.53,-0.929268599,Reticulum
3.868472,9.3,-1.041493373,Tucana
3.468658,11.16,-0.548139372,Sculptor
3.116528,8.64,0.279089262,Pisces
1.143935,8.39,-0.053343846,Cetus
3.169487,9.07,0.210535923,Pisces
1.498315,7.89,-0.202575575,Cetus
0.482347,10.55,0.391355033,Aries
2.57442,5.31,0.891266663,Perseus
3.830254,8.41,-1.136446556,Tucana
3.548604,8.96,-0.651071802,Sculptor
0.556936,6.97,1.249972117,Camelopardalis
0.544317,9.44,1.20067621,Camelopardalis
1.119292,11.25,0.035168993,Cetus
2.79664,8.33,0.714514898,Perseus
2.381748,8.4,-1.019501773,Hydrus
0.999149,9.31,1.237422567,Cepheus
2.71605,5.05,0.874322096,Perseus
0.740269,8.93,0.922697421,Cassiopeia
3.585013,9.35,-0.568138561,Sculptor
0.67045,9.38,0.938569621,Cassiopeia
1.805475,9.27,-0.254039567,Eridanus
3.242622,7.92,0.145420696,Pisces
1.932452,8.24,-0.196819478,Eridanus
1.776634,8.21,-0.231057991,Eridanus
0.896547,10.31,1.291745672,Cassiopeia
1.739767,8.33,-0.100688641,Eridanus
0.604294,10.83,1.054729784,Cassiopeia
0.302191,9.22,0.788795471,Andromeda
2.176326,7.4,-0.487470492,Fornax
0.109968,7.95,0.421306688,Andromeda
2.641086,8.38,0.62198449,Perseus
2.30667,8.65,-0.806371607,Horologium
1.872696,9.39,-0.224152462,Eridanus
1.961285,8.17,-0.044784405,Eridanus
3.611636,6.55,-0.585815879,Sculptor
2.569604,9,1.011107652,Perseus
3.418574,9.48,-0.978107586,Reticulum
0.85258,9.16,1.084872933,Cassiopeia
1.065521,8.88,-0.264672619,Cetus
0.25193,7.49,0.673654418,Andromeda
1.681739,7.86,-0.942677611,Eridanus
0.972386,7.82,1.345079667,Cassiopeia
1.235649,9.11,-0.377274388,Cetus
3.631241,9.44,0.144338304,Taurus
0.943875,7.44,1.189928845,Cassiopeia
1.813836,8.34,-0.282780641,Eridanus
0.592454,9.42,1.093759748,Cassiopeia
1.863307,7.81,-0.089669784,Eridanus
0.710834,8.53,0.960768498,Cassiopeia
1.352615,10.32,-0.255187942,Cetus
0.026012,8.45,0.480143394,Andromeda
0.046222,11.61,0.530451266,Andromeda
1.661526,7.38,0.133619047,Cetus
0.16958,9.02,0.677531575,Andromeda
0.724806,6.9,0.854623834,Cassiopeia
0.333453,6.61,0.408327617,Aries
3.612475,10.21,-0.49349494,Sculptor
1.28718,10,-0.086161685,Cetus
3.328166,7.25,0.452301362,Pisces
1.831207,6.08,-0.06652489,Eridanus
3.535061,8.76,-0.605030869,Sculptor
1.979451,8.56,-0.654920959,Eridanus
1.995913,8.34,-0.484432146,Fornax
0.721517,8.46,1.141331736,Cassiopeia
3.611757,10.12,-0.666117851,Sculptor
1.453694,8.04,-0.152544056,Cetus
2.957958,8.55,-0.743061923,Phoenix
1.526479,9.02,-0.252812252,Cetus
3.431339,6.96,-0.63270267,Sculptor
1.640457,9.86,-0.012194176,Cetus
3.299915,8.02,0.264890584,Pisces
1.11972,8.76,-0.196923641,Cetus
2.925644,8.15,-0.848118266,Phoenix
2.555248,6.97,0.866429266,Perseus
1.376129,8.34,-0.320745013,Cetus
2.483819,9.09,-1.341696972,Hydrus
1.274716,8.94,0.016943266,Cetus
0.941146,10.13,1.230667778,Cassiopeia
0.649616,9.49,1.143721992,Cassiopeia
3.372668,8.13,0.452358267,Pisces
1.403337,8.93,0.028554804,Cetus
3.492467,7.27,-0.665204251,Sculptor
2.906343,9.39,-0.782820934,Phoenix
3.03052,9.27,-0.747485444,Phoenix
0.709017,7.26,0.998662574,Cassiopeia
3.089773,8.64,0.147535637,Pisces
3.895948,8.84,-1.153739265,Tucana
2.432362,7.66,-1.393016895,Hydrus
0.114967,8.75,0.467224192,Andromeda
1.51446,8.5,-0.150260474,Cetus
2.098035,7.65,-0.530659332,Fornax
0.600652,8.1,0.900884228,Cassiopeia
3.133688,8.33,0.058890347,Pisces
1.675271,10.14,-0.950835574,Eridanus
1.451547,7.65,-0.281457568,Cetus
2.374066,8.32,-1.028487483,Hydrus
1.938745,8.63,-0.75525559,Eridanus
2.69223,8.68,0.972726141,Perseus
2.405588,9.08,-1.141377767,Hydrus
2.934663,8.21,-0.794225222,Phoenix
2.008447,7.91,-0.654436093,Fornax
1.059815,9.47,-0.348779243,Cetus
3.262179,4.66,0.367123899,Pisces
1.498087,10.19,-0.027249501,Cetus
0.751518,11.52,1.108557274,Cassiopeia
2.867006,9.56,-0.860284423,Phoenix
0.277768,8.77,0.888179582,Andromeda
2.539722,7.44,0.950256273,Perseus
1.362182,7.73,-0.130539491,Cetus
0.071937,8,0.385641853,Andromeda
3.649229,9.09,0.448926174,Taurus
3.453431,7.84,-0.624974517,Sculptor
1.541812,9.63,-0.23203829,Cetus
1.244177,7.63,-0.284606734,Cetus
3.511614,8.94,-0.452430725,Sculptor
0.863943,8.49,1.064888084,Cassiopeia
3.308645,8.75,0.520835356,Pisces
2.103406,9.44,-0.542151412,Fornax
3.687761,9.21,0.236027358,Taurus
0.193911,6.42,0.717350529,Andromeda
3.864221,10.95,-1.276095699,Tucana
1.810959,8.79,-0.693271381,Eridanus
0.945594,6.88,1.345301079,Cassiopeia
2.09982,8.75,-0.498730919,Fornax
3.553383,9.59,-0.545918468,Sculptor
2.991692,6.75,-0.868153671,Phoenix
1.194967,8.18,-0.361316662,Cetus
1.630704,8.74,0.061393283,Cetus
0.166142,7.52,0.7140326,Andromeda
3.462159,8.78,-0.5918236,Sculptor
2.69298,7.3,0.664436793,Perseus
2.684035,8.14,0.94442093,Perseus
2.64041,9,0.746102774,Perseus
1.965594,8.63,-0.02633219,Eridanus
2.610201,10.36,0.810096958,Perseus
3.758698,7.96,0.537622816,Triangulum
0.278235,6.21,0.811093957,Andromeda
1.301996,9.28,-0.077988154,Cetus
1.762543,8.41,-0.097925603,Eridanus
3.508941,9.78,-0.483147424,Sculptor
1.263694,9.14,-0.374946512,Cetus
2.855201,9.04,-1.003085209,Phoenix
0.026429,6.18,0.84041786,Andromeda
1.271738,10.79,-0.075594302,Cetus
0.302047,5.72,0.651221836,Andromeda
0.670278,7.44,0.997832206,Cassiopeia
1.326838,8.51,-0.409235962,Cetus
1.23208,8.2,-0.081166322,Cetus
0.594103,6.74,0.997726098,Cassiopeia
3.381198,10.74,0.09535655,Pisces
1.311219,8.4,-0.342163111,Cetus
1.531185,6.45,0.034223216,Cetus
1.693343,9.14,-0.93642172,Eridanus
0.209947,7.85,0.656374331,Andromeda
0.320091,9.31,0.432646153,Aries
1.36224,6.2,-0.083173918,Cetus
1.069815,8.85,-0.290977177,Cetus
3.298952,9.02,0.074306797,Pisces
1.408572,9.18,-0.269198282,Cetus
1.64682,8.39,0.169500611,Cetus
2.585404,9.41,0.980586745,Perseus
1.869268,6.9,-0.699464943,Eridanus
0.560095,9.47,0.939363434,Camelopardalis
0.694998,9.05,1.067585346,Cassiopeia
2.610531,10.21,0.674090772,Perseus
2.322674,8.43,-0.816456731,Horologium
0.767561,8.33,0.851493275,Cassiopeia
1.458505,6,-0.175443323,Cetus
2.673868,7.69,0.636032983,Perseus
0.613692,8.81,1.052179668,Cassiopeia
1.00612,7.91,1.382238583,Cepheus
0.51511,8.92,0.388827906,Aries
1.820254,8.78,-0.062655413,Eridanus
1.004369,7.94,1.459647774,Cepheus
1.654828,8.48,0.024988777,Cetus
2.852215,8.37,-0.980732321,Phoenix
0.679722,9.82,1.06492229,Cassiopeia
3.393126,7.41,-1.149964479,Reticulum
3.084228,8.85,0.108285133,Pisces
0.7086,7.99,1.1156929,Cassiopeia
0.953264,7.16,1.311607061,Cassiopeia
3.3096,9.26,0.57640933,Pisces
2.018206,8.91,-0.447401179,Fornax
1.661876,7.99,0.086732845,Cetus
2.750807,10.47,0.548309949,Perseus
3.630845,9.46,0.035491141,Taurus
1.347815,8.09,-0.284362528,Cetus
2.227971,8.29,-1.086427863,Horologium
2.302382,8.39,-0.823681409,Horologium
0.281627,8,0.657967594,Andromeda
1.397445,9.56,-0.187559288,Cetus
2.501329,9.32,-1.534356112,Hydrus
0.272846,7.98,0.745200725,Andromeda
2.227071,8.5,-0.979396134,Horologium
0.893885,8.19,1.282789189,Cassiopeia
3.153677,7.18,0.201275126,Pisces
2.28531,7.56,-0.895739628,Horologium
3.225999,8.84,0.05985965,Pisces
2.198653,8.87,-0.607191896,Fornax
1.825072,9.26,-0.785254334,Eridanus
1.843695,9.83,-0.221794046,Eridanus
3.207324,5.8,0.334901062,Pisces
3.063322,9.15,-0.749593167,Phoenix
2.548868,7.14,0.958616514,Perseus
1.130994,6.64,-0.008788241,Cetus
0.762076,9.53,1.154768453,Cassiopeia
0.90927,6.93,1.152778869,Cassiopeia
0.403004,11.73,0.213070684,Aries
1.968595,8.63,-0.618105719,Eridanus
3.414007,10.61,-1.069359861,Reticulum
0.085039,8.42,0.590726186,Andromeda
2.535743,9.23,0.93109599,Perseus
3.169894,11.66,0.064664929,Pisces
0.012119,8.51,0.587377456,Andromeda
3.826367,8.3,-1.161814802,Tucana
0.195552,7.53,0.833439182,Andromeda
1.48232,9.55,-0.084477616,Cetus
2.508788,6.6,0.42329667,Pegasus
2.671478,9.21,0.911938567,Perseus
3.365039,8.89,0.256600644,Pisces
1.332136,10.01,-0.374367906,Cetus
3.834101,7.88,-1.136578366,Tucana
2.952948,9.25,-0.960883116,Phoenix
0.846457,8.07,1.343769329,Cassiopeia
2.191443,8.23,-0.551010058,Fornax
0.64291,8.88,1.013319157,Cassiopeia
3.877388,8.95,-1.231161359,Tucana
0.081222,8.81,0.686460647,Andromeda
0.92588,5.95,1.183763108,Cassiopeia
0.155063,8.06,0.687208612,Andromeda
1.170998,8.11,-0.420964702,Cetus
2.587755,8.57,1.009649695,Perseus
1.138166,8.88,-0.312183857,Cetus
3.760704,6.86,0.502985037,Triangulum
0.330351,7.3,0.4333486,Aries
3.879757,9.06,-1.084492169,Tucana
1.523975,7.94,0.100873713,Cetus
3.310482,8.49,0.322884684,Pisces
2.56517,9.6,0.981957303,Perseus
2.974514,9.43,-0.877053888,Phoenix
1.120565,8.7,-0.022867987,Cetus
1.602994,9.02,0.00152276,Cetus
2.55105,8.6,0.832014098,Perseus
2.121674,5.93,-0.670852267,Fornax
3.874369,10.59,-1.269609714,Tucana
1.879206,9.17,-0.761200366,Eridanus
3.082997,8.21,-0.075922281,Pisces
3.036304,7.92,-0.772156334,Phoenix
2.03307,8.9,-0.449266674,Fornax
0.760322,9.74,1.005253615,Cassiopeia
0.315331,6.7,0.358043338,Aries
1.650046,11.31,0.160506881,Cetus
0.213338,3.59,0.848722428,Andromeda
0.019379,8.77,0.78054204,Andromeda
2.441732,8.8,-1.352996721,Hydrus
3.380091,7.95,0.148517494,Pisces
0.106058,5.3,0.688683605,Andromeda
3.183944,8.68,0.352777428,Pisces
3.639018,9.01,0.327046328,Taurus
0.230621,8.82,0.836983852,Andromeda
0.965308,7.38,1.13593631,Cassiopeia
2.39406,8.47,-1.261030342,Hydrus
1.883962,8.13,-0.079630992,Eridanus
3.601364,8.76,-0.522834406,Sculptor
0.341214,8.8,0.199057986,Aries
2.160035,7.75,-0.680674832,Fornax
1.814315,6.69,-0.178930722,Eridanus
2.255386,9.22,-0.957681151,Horologium
1.750162,9.75,-0.239129736,Eridanus
0.930339,7.97,1.262643291,Cassiopeia
2.316255,9.23,-0.883878562,Horologium
2.763713,8.21,0.827670844,Perseus
0.858402,8.62,1.047998793,Cassiopeia
0.745201,8.28,1.060674807,Cassiopeia
1.700634,9.11,-0.916053905,Eridanus
2.781114,10.33,0.632760057,Perseus
2.888035,9.12,-0.868063117,Phoenix
3.806267,7.73,0.548367586,Triangulum
3.879592,9.01,-1.059907622,Tucana
3.622968,6.37,0.085208811,Taurus
1.216617,8.94,-0.062846437,Cetus
