id,ra,dec,mag,x,y,z,rarad,decrad,con
9553,2.050052,64.390018,5.59,199.714593,118.82138,484.815549,0.536702415,1.12381782,Cas
9554,2.050192,2.762422,8.07,340.627828,202.675407,19.124874,0.536738929,0.04821336,Psc
9555,2.050386,61.065155,9.35,58.312516,34.700268,122.744727,0.536789798,1.065788019,Cas
9556,2.050479,3.358616,6.88,42.280283,25.161305,2.887402,0.536814143,0.058618912,Psc
9557,2.050592,-21.911907,7.62,174.071649,103.598313,-81.480477,0.53684376,-0.382434931,Cet
9558,2.050924,-49.491729,8.1,214.67451,127.788309,-292.427785,0.53693069,-0.863793628,Eri
9559,2.051341,1.846634,8.58,90.876251,54.108897,3.409976,0.537039841,0.03222985,Cet
9560,2.051983,-64.234508,8.41,125.74359,74.898288,-303.225804,0.537207964,-1.12110365,Hyi
9561,2.052392,45.77739,8.33,144.377818,86.018227,172.683268,0.53731489,0.798966171,And
9562,2.0526,55.23239,8.11,429.716776,256.0508,720.588944,0.537369404,0.963987054,Per
9563,2.052647,48.620391,7.7,28.098511,16.743395,37.127513,0.537381764,0.848585898,Per
9564,2.052701,36.110788,7.8,178.86703,106.586088,151.893962,0.537395888,0.630252143,And
9565,2.052914,73.85057,6.12,28.342834,16.891391,113.943001,0.537451695,1.288935597,Cas
9566,2.053041,-24.787338,8.85,93.173183,55.5327,-50.089774,0.537484917,-0.432620654,For
9567,2.05305,-43.607731,9.32,86.990469,51.848022,-96.463924,0.537487294,-0.761098483,Phe
9568,2.053236,0.128507,5.42,73.985486,44.101649,0.193184,0.537535951,0.002242866,Cet
9569,2.055073,32.389719,8.42,133.051231,79.396622,98.289023,0.538016749,0.565307242,Tri
9570,2.055827,-1.08598,9.52,53.15611,31.73445,-1.173548,0.538214201,-0.018953922,Cet
9571,2.056933,-25.127599,8.58,177.046532,105.767212,-96.727908,0.538503904,-0.438559334,For
9572,2.057062,-17.032964,8.15,211.547573,126.387749,-75.495331,0.538537576,-0.297281295,Cet
9573,2.057046,54.693544,7.8,57.491044,34.347217,94.562217,0.538533317,0.954582417,Per
9574,2.057108,-76.19874,10.07,76.413406,45.654167,-362.361552,0.538549601,-1.329918894,Hyi
9575,2.057192,-4.329731,7.6,624.811838,373.318692,-55.106685,0.53857171,-0.075568061,Cet
9576,2.057224,58.832057,8.78,63.559687,37.976957,122.410886,0.538579997,1.026813101,Per
9577,2.057268,72.421294,3.95,12.488444,7.46198,45.920103,0.538591491,1.263990033,Cas
9578,2.057862,9.886853,11.86,34.083188,20.372476,6.920714,0.538747141,0.172558138,Psc
9579,2.057892,51.651654,7.88,72.555116,43.368954,106.846489,0.53875492,0.901491425,Per
9580,2.05802,26.537221,8.46,100.774403,60.24131,58.63243,0.538788463,0.463161889,Ari
9581,2.058155,18.327616,8.42,360.519516,215.530076,139.137189,0.538823739,0.31987724,Ari
9582,2.058399,-4.911489,11.16,24.615133,14.717845,-2.464503,0.53888763,-0.085721646,Cet
9583,2.058471,69.58232,7.75,92.412714,55.257725,289.251375,0.538906488,1.214440579,Cas
9584,2.058902,34.36857,9.13,278.893132,166.805273,222.249728,0.539019338,0.599844698,Tri
9585,2.059069,-37.199898,8.29,80.705456,48.274514,-71.381101,0.539062997,-0.649260696,For
9586,2.059174,12.584715,11.54,41.259027,24.680926,10.73315,0.539090512,0.21964471,Ari
9587,2.059127,27.481972,7.39,125.427106,75.027735,76.024746,0.53907827,0.479650902,Ari
9588,2.059115,25.20052,8.26,250.485409,149.833643,137.350834,0.539075115,0.439832048,Ari
9589,2.059183,4.85687,9.47,462.212529,276.494293,45.765886,0.539092942,0.084768378,Psc
9590,2.059212,-78.010281,9.69,14.048326,8.403786,-77.083121,0.539100431,-1.361536261,Hyi
9591,2.059301,1.610195,8.1,529.518537,316.778777,17.34538,0.539123832,0.028103212,Cet
9592,2.059335,17.203108,9.44,81976.23986,49042.40087,29575.98715,0.539132767,0.300250879,Ari
9593,2.059545,86.931799,8.11,7.267379,4.348627,158.000985,0.539187648,1.517246121,Cep
9594,2.059549,82.551843,7.92,11123.80491,6655.66271,99156.25607,0.539188667,1.440801472,Cep
9595,2.059774,-9.460813,7.28,184.406006,110.349916,-35.81111,0.539247648,-0.165122341,Cet
9596,2.060209,-15.977914,10.15,74.314333,44.481736,-24.798814,0.539361383,-0.278867211,Cet
9597,2.060283,21.280867,9.2,56.463297,33.7983,25.631374,0.539380757,0.371421198,Ari
9598,2.060483,22.872849,8.68,436.759774,261.47034,214.744412,0.539433106,0.399206521,Ari
9599,2.060623,-18.622385,9,378.169005,226.413303,-148.525922,0.53946971,-0.325021931,Cet
9600,2.060927,25.935471,5.64,37.580936,22.504141,21.303451,0.539549319,0.452659366,Ari
9601,2.061247,-4.103516,5.61,142.142742,85.133701,-11.886839,0.539633134,-0.07161987,Cet
9602,2.061386,27.084761,8.41,146.884299,87.980854,87.559258,0.539669578,0.472718262,Ari
9603,2.061677,-78.696902,8.07,15.510609,9.292318,-90.461608,0.539745826,-1.373520047,Hyi
9604,2.061772,-0.024025,8.6,302.051585,180.964559,-0.147648,0.539770761,-0.00041932,Cet
9605,2.061836,18.253238,6.24,221.976624,132.995196,85.345401,0.539787328,0.3185791,Ari
9606,2.062081,-59.388756,8.69,61.956499,37.125978,-122.07692,0.539851527,-1.036529326,Hyi
9607,2.062759,-40.469094,8.69,28.731839,17.224045,-28.579655,0.540029012,-0.706318943,Phe
9608,2.063089,35.591292,8.39,111.767841,67.014427,93.269127,0.54011551,0.621185235,Tri
9609,2.063381,-0.340251,5.96,95.182756,57.08019,-0.659098,0.540191861,-0.005938497,Cet
9610,2.063379,40.055595,9.73,193.068364,115.781014,189.27368,0.540191408,0.699102023,And
9611,2.063461,81.000016,9.03,80.333916,48.178054,591.430175,0.540212895,1.413716969,Cep
9612,2.0635,-4.578765,8.34,62.996126,37.780838,-5.882796,0.540222957,-0.079914533,Cet
9613,2.063646,64.237485,7.53,37273.78304,22356.24372,90060.33236,0.540261236,1.121155618,Cas
9614,2.064066,33.698139,7.74,70.636694,42.37744,54.932416,0.540371213,0.588143479,Tri
9615,2.064259,-14.462508,9.39,101.879634,61.128098,-30.643739,0.540421804,-0.25241839,Cet
9616,2.064879,-55.661398,8.4,235.926242,141.608782,-402.7895,0.540584136,-0.971474657,Eri
9617,2.064968,-17.513648,7.03,180.497152,108.344405,-66.431133,0.54060734,-0.305670819,Cet
9618,2.064984,42.329725,2.1,76.368059,45.840864,81.131974,0.540611677,0.738793067,And
9619,2.065162,-2.712456,7.92,291.295804,174.872025,-16.096469,0.54065811,-0.047341294,Cet
9620,2.065325,-45.412904,7.3,29.444959,17.678478,-34.842956,0.540700794,-0.792604695,Phe
9621,2.065699,14.184117,8.91,49.97966,30.013574,14.734736,0.540798626,0.247559538,Ari
9622,2.066172,29.904926,8.25,208.150253,125.032665,139.653275,0.540922643,0.521939426,Tri
9623,2.066248,-2.054461,8.95,345.432548,207.50528,-14.455416,0.540942445,-0.035857115,Cet
9624,2.066627,-44.000145,8.89,71.780755,43.12922,-80.868449,0.541041561,-0.767947405,Phe
9625,2.0667,-32.518605,7.86,203.026439,121.993084,-151.00379,0.541060904,-0.567556726,For
9626,2.066706,8.094867,7.19,71.492969,42.958302,11.862894,0.541062252,0.141282089,Psc
9627,2.067054,-57.703367,10.01,28.766197,17.288621,-53.096334,0.541153536,-1.00711375,Eri
9628,2.06707,-31.564383,9.91,233.32432,140.228952,-167.238441,0.541157772,-0.550902417,For
9629,2.067851,-71.252974,9.31,45.376198,27.284044,-156.004374,0.54136215,-1.243599006,Hyi
9630,2.068461,-46.374737,8.89,55.100148,33.14298,-67.46201,0.541521784,-0.809391845,Phe
9631,2.068603,-12.305959,8.71,131.22527,78.938677,-33.406268,0.541559068,-0.214779507,Cet
9632,2.069034,19.895888,9.38,162.440492,97.741173,68.611304,0.541671858,0.347248757,Ari
9633,2.07013,-11.85977,6.43,339.438233,204.374186,-83.205295,0.541958731,-0.206992036,Cet
9634,2.070321,51.967787,6.66,74.442931,44.826879,111.095101,0.542008688,0.907008995,Per
9635,2.070491,-6.546104,9.51,43.421737,26.149621,-5.816462,0.542053304,-0.114251072,Cet
9636,2.070736,-5.710941,7.91,419.884887,252.901486,-49.019582,0.542117379,-0.099674723,Cet
9637,2.071295,60.244324,7.36,18.386906,11.078285,37.549792,0.542263709,1.051461803,Cas
9638,2.071315,-32.491124,9.47,52.773526,31.796998,-39.238043,0.542268885,-0.567077084,For
9639,2.071635,-33.156693,9.72,160.411607,96.669265,-122.355811,0.542352731,-0.578693454,For
9640,2.071631,-51.153708,9.14,183.980666,110.872486,-266.723134,0.542351825,-0.892800629,Eri
9641,2.071638,-54.354871,8.26,128.975245,77.724942,-209.984986,0.542353571,-0.948671464,Eri
9642,2.071818,-19.367782,8.42,135.117666,81.435107,-55.456643,0.542400691,-0.338031557,Cet
9643,2.071966,71.211475,7.68,22.014611,13.269222,75.555731,0.542439378,1.242874709,Cas
9644,2.072052,28.584111,8.6,737.30757,444.435058,469.067044,0.542461836,0.498886853,Tri
9645,2.072164,39.403625,8.81,66175.40936,39891.93208,63477.94067,0.542491364,0.687723,And
9646,2.072425,51.69332,8.3,122.03469,73.576478,180.391783,0.542559583,0.90221864,Per
9647,2.072544,25.920142,7.14,119.414805,72.001992,67.77018,0.542590735,0.452391827,Ari
9648,2.072667,-6.443033,10.26,201.169805,121.305535,-26.528433,0.542622973,-0.112452136,Cet
9649,2.072934,45.825038,9.39,160.843372,97.003978,193.319476,0.542692849,0.799797796,And
9650,2.073491,-43.507695,7.81,43.246477,26.090427,-47.942351,0.542838653,-0.759352525,Phe
9651,2.073735,-42.06772,9.27,62.437367,37.673565,-65.816139,0.542902582,-0.734220218,Phe
9652,2.074054,21.033332,8.94,95.360891,57.549913,42.829461,0.542985966,0.367100903,Ari
9653,2.074195,50.254597,8.93,411.58144,248.408302,578.115141,0.543022925,0.877108187,Per
9654,2.07448,14.927741,10.42,142.870397,86.243442,44.49062,0.543097633,0.260538224,Ari
9655,2.074844,-29.296819,4.68,84.934027,51.281306,-55.669463,0.543192813,-0.511325949,For
9656,2.075088,-16.217033,7.5,63.179824,38.152087,-21.466314,0.543256676,-0.283040616,Cet
9657,2.075162,-58.344401,7.7,75.758789,45.750115,-143.544392,0.543276112,-1.018301895,Hyi
9658,2.075171,31.667007,10.25,72856.89962,43997.89723,52498.16395,0.543278385,0.552693541,Tri
9659,2.075326,-13.813234,8.41,104.165592,62.910847,-29.919524,0.543319121,-0.241086421,Cet
9660,2.075387,-53.653012,9.14,248.687435,150.200441,-394.824776,0.543335072,-0.93642172,Eri
9661,2.076193,25.414305,7.43,27.020086,16.327142,15.000166,0.54354604,0.443563303,Ari
9662,2.076395,-71.944014,10.52,26526.83741,16031.0056,-95075.41089,0.543598875,-1.25565992,Hyi
9663,2.076413,-54.881689,6.45,23.51203,14.209305,-39.062396,0.543603607,-0.957866172,Eri
9664,2.076497,-65.136798,7.27,23.155659,13.994772,-58.385762,0.543625744,-1.136851592,Hyi
9665,2.076907,-61.520082,9.29,89.885601,54.337367,-193.608861,0.543732855,-1.073727982,Hyi
9666,2.077083,26.251095,8.66,167.576445,101.31311,96.573322,0.543779161,0.458168044,Ari
9667,2.077122,61.744528,9.33,40511.73495,24493.07869,88084.55253,0.543789228,1.077645302,Cas
9668,2.077741,54.756359,8.17,154.302669,93.324336,255.220502,0.543951225,0.955678752,Per
9669,2.077749,65.103503,6.52,39.454463,23.862844,99.350411,0.543953455,1.136270474,Cas
9670,2.077916,-16.287573,8.66,64.315265,38.902773,-21.962287,0.5439972,-0.284271779,Cet
9671,2.078138,-35.273314,7.7,173.763895,105.119547,-143.651093,0.544055266,-0.615635466,For
9672,2.078248,-33.08377,8.78,104.961345,63.501079,-79.921626,0.544084138,-0.577420722,For
9673,2.078266,57.088029,8.74,151.924713,91.914707,274.348442,0.544088849,0.996374066,Per
9674,2.078635,40.705347,9.12,573.955132,347.319281,577.140876,0.544185254,0.710442332,And
9675,2.078858,-82.299416,7.99,37.709269,22.822297,-325.980897,0.544243852,-1.436395783,Oct
9676,2.078962,30.707517,8.17,84.643355,51.230369,58.763605,0.544271054,0.535947273,Tri
9677,2.079246,-48.862796,8.78,56278.08529,34068.06459,-75313.63815,0.544345445,-0.852816676,Eri
9678,2.07939,39.435102,8.25,137.933245,83.505225,132.610475,0.544382981,0.688272364,And
9679,2.079632,-17.287514,7.37,307.05682,185.919854,-111.716832,0.544446491,-0.301724046,Cet
9680,2.080081,49.560053,9.4,55482.55158,33603.03066,76108.62501,0.54456388,0.864986104,Per
9681,2.080122,56.262009,9.6,95.392896,57.776157,166.985138,0.544574776,0.981957303,Per
9682,2.0802,60.506259,8.22,40.963721,24.811463,84.670245,0.54459503,1.05603343,Cas
9683,2.080582,-7.882201,9.82,92.388777,55.971863,-14.95495,0.544694971,-0.13757036,Cet
9684,2.080836,7.735664,6.44,108.371915,65.664792,17.212673,0.54476161,0.135012807,Psc
9685,2.080975,31.066669,8.73,586.051079,355.129688,412.828097,0.544797929,0.542215663,Tri
9686,2.081213,-56.170216,9.51,58.562573,35.492003,-102.176504,0.544860368,-0.980355217,Eri
9687,2.08152,11.405182,8.8,45.983049,27.873336,10.847278,0.544940535,0.199057986,Ari
9688,2.082014,-28.358601,7.94,213.770789,129.618323,-134.939912,0.545070053,-0.494950966,For
9689,2.082198,-79.538348,12.85,15525.96793,9415.298748,-98337.66557,0.545118283,-1.388206045,
9690,2.082585,-22.589001,10.41,274.104251,166.257043,-133.374329,0.545219367,-0.394252446,Cet
9691,2.082825,-37.79908,10.05,61.027518,37.021491,-55.365322,0.545282181,-0.659718395,For
9692,2.082966,22.802264,9.51,36.950002,22.417022,18.16933,0.545319354,0.397974581,Ari
9693,2.083031,50.956073,8.6,135.313735,82.095695,195.141534,0.545336139,0.889351242,Per
9694,2.083146,-15.678104,7.79,21.07343,12.786259,-6.918385,0.545366374,-0.27363453,Cet
9695,2.083296,82.84337,9.8,67.409733,40.90443,627.980569,0.545405699,1.44588957,Cep
9696,2.083474,10.116041,7.04,179.829598,109.132372,37.530414,0.545452344,0.17655822,Psc
9697,2.083738,64.385596,7.1,36956.52741,22431.13081,90172.38723,0.545521416,1.123740644,Cas
9698,2.083761,-68.300832,8.15,159.630121,96.890659,-469.261581,0.545527241,-1.192074402,Hyi
9699,2.083789,-10.851132,8.46,205.272606,124.59602,-46.028818,0.545534805,-0.189387978,Cet
9700,2.084336,-2.038388,7.92,736.409365,447.128605,-30.662997,0.545677795,-0.035576579,Cet
9701,2.084398,55.622257,6.53,45.275857,27.491437,77.423323,0.545694068,0.970791516,Per
9702,2.084669,-17.614632,10.19,7.447634,4.522928,-2.766518,0.545765113,-0.307433321,Cet
9703,2.0852,19.187536,8.9,80.556916,48.936991,32.80052,0.54590397,0.334885687,Ari
9704,2.085257,60.345374,7.51,27.837711,16.911529,57.210094,0.54591896,1.053225458,Cas
9705,2.085287,-42.981611,9.78,385.948078,234.469252,-420.84176,0.545926919,-0.750170628,Phe
9706,2.085315,77.281341,5.27,6.238652,3.790315,32.342708,0.54593422,1.348813847,Cas
9707,2.085348,-49.681752,7.71,73.927567,44.913841,-101.933431,0.54594295,-0.867110143,Eri
9708,2.085607,-9.360951,9.77,120.460311,73.195239,-23.236214,0.546010533,-0.163379417,Cet
9709,2.086482,-26.403415,10.19,331.319734,201.423643,-192.505861,0.546239775,-0.460826534,For
9710,2.086498,-3.504788,9.31,283.350018,172.262401,-20.309618,0.546243968,-0.061170095,Cet
9711,2.087094,-0.968913,8.29,242.005237,147.178573,-4.790345,0.546399921,-0.016910723,Cet
9712,2.087262,-35.819151,9.52,405.139063,246.414973,-342.239015,0.546443904,-0.625162119,For
9713,2.087385,-42.714076,8.79,209.246671,127.277924,-226.113394,0.546476183,-0.745501262,Phe
9714,2.087858,-28.558204,7.34,452.021769,275.026677,-287.982688,0.546599922,-0.498434683,For
9715,2.087858,44.140616,8.91,354.376525,215.615724,402.555899,0.546600032,0.770399078,And
9716,2.087908,-28.378258,7.34,75162.90338,45733.23309,-47529.03689,0.546613004,-0.495294031,For
9717,2.088045,29.10405,7.82,147.51162,89.761459,96.125887,0.546649021,0.507961492,Tri
9718,2.088367,-52.883366,9.6,34.433877,20.957085,-53.267145,0.546733099,-0.92298886,Eri
9719,2.088382,45.092805,9.01,391.590457,238.331781,459.903336,0.546737107,0.787017916,And
9720,2.088648,0.322842,8.68,41.026827,24.973854,0.270636,0.546806674,0.005634652,Cet
9721,2.088936,67.674391,9.15,44.205107,26.913183,126.027267,0.546882162,1.181140943,Cas
9722,2.088968,-23.265302,9.78,105.045705,63.955505,-52.876733,0.546890579,-0.406056115,Cet
9723,2.089533,68.604813,8.01,133.718076,81.439272,399.607878,0.547038585,1.197379868,Cas
9724,2.089591,67.683585,9.35,43.356239,26.406567,123.676563,0.547053715,1.181301415,Cas
9725,2.089778,-59.166504,8.74,103.482629,63.033911,-202.992985,0.547102716,-1.032650294,Hyi
9726,2.089806,10.076856,7.01,84085.72395,51219.61922,17496.90361,0.547109885,0.175874319,Psc
9727,2.089897,-28.069731,10.88,17.512544,10.668136,-10.935296,0.547133771,-0.489909223,For
9728,2.089887,-59.16152,11.06,66.735922,40.653169,-130.886536,0.547131044,-1.032563316,Hyi
9729,2.089995,-17.437148,9.83,179.462753,109.329403,-66.004273,0.547159521,-0.304335653,Cet
9730,2.090022,-40.287683,8.62,86.397696,52.63478,-85.759395,0.547166548,-0.703152718,Phe
9731,2.090213,-9.791948,9.56,33.328159,20.306249,-6.735492,0.547216476,-0.170901727,Cet
9732,2.090794,50.643215,6.99,47.541401,28.97603,67.885162,0.547368615,0.883890849,Per
9733,2.090905,-8.809866,8.88,229.295552,139.762624,-41.618472,0.547397752,-0.153761162,Cet
9734,2.091436,61.786946,8.86,71.188605,43.405248,155.413629,0.547536664,1.078385636,Cas
9735,2.091492,-48.490585,7.81,277.378083,169.128867,-367.081792,0.54755139,-0.846320357,Eri
9736,2.091511,15.929643,9.7,678.523026,413.728128,226.823777,0.547556398,0.278024726,Ari
9737,2.091651,44.184199,8.48,189.550526,115.587544,215.779354,0.547592877,0.771159748,And
9738,2.091652,-30.59229,9.4,544.402056,331.975662,-376.981891,0.547593317,-0.533936181,For
9739,2.091676,-54.255134,9.21,286.641558,174.796557,-466.451877,0.547599399,-0.946930718,Eri
9740,2.091735,5.696554,12.02,31.854225,19.425608,3.72178,0.547614866,0.099423617,
9741,2.092103,76.11506,5.22,25.137365,15.332746,119.114073,0.547711274,1.328458414,Cas
9742,2.092128,12.168674,10.03,43.262454,26.388783,10.927436,0.547717881,0.212383422,Ari
9743,2.092172,64.287029,8.3,242.086851,147.669452,588.875073,0.547729447,1.122020321,Cas
9744,2.092682,-15.604219,10.77,131.128651,80.010588,-42.901225,0.54786289,-0.272344998,Cet
9745,2.092827,-57.144164,9.69,209.552812,127.873667,-380.107838,0.547900718,-0.997353811,Eri
9746,2.093173,-51.991162,7.47,46.025868,28.091718,-68.994396,0.547991387,-0.907416958,Eri
9747,2.093738,-24.379485,8.95,34.081399,20.808405,-18.096534,0.548139202,-0.425502288,For
9748,2.094027,36.955057,11.81,68200.29276,41646.67156,60118.83911,0.548214936,0.644987427,And
9749,2.094105,-66.139235,9.05,23.342164,14.254823,-61.83447,0.548235342,-1.154347418,Hyi
9750,2.094387,36.9573,9.78,91.168909,55.684295,80.376937,0.548309266,0.64502657,And
9751,2.094794,-71.606702,7.31,40.551713,24.774659,-142.908564,0.548415751,-1.249772714,Hyi
9752,2.094858,-24.376038,8.55,36.253523,22.149203,-19.250257,0.548432617,-0.425442126,For
9753,2.095203,-26.049253,10.15,103.736856,63.390929,-59.424036,0.548522866,-0.454645234,For
9754,2.095354,-41.180725,8.51,109.218627,66.746777,-111.978944,0.548562326,-0.718739236,Phe
9755,2.095432,17.649968,8.2,78.032486,47.690087,29.097993,0.548582719,0.30805005,Ari
9756,2.095756,-14.133882,8.64,327.032129,199.906067,-96.517191,0.548667581,-0.246682774,Cet
9757,2.096176,39.759786,7.58,75.38555,46.092483,73.513809,0.548777527,0.693939167,And
9758,2.09627,38.006212,8.7,166.394664,101.743463,152.412631,0.548802243,0.663333538,And
9759,2.096267,25.144881,7.55,156.020745,95.400004,85.840129,0.548801362,0.438860958,Ari
9760,2.096418,13.342801,7.88,61.216876,37.434837,17.018924,0.548840912,0.232875801,Ari
9761,2.096517,-70.631375,9.22,60.584844,37.050593,-202.013827,0.548866904,-1.232750043,Hyi
9762,2.096745,-62.689049,9.79,42.087173,25.742073,-95.540828,0.548926613,-1.094130302,Hyi
9763,2.096797,7.028415,6.79,78.033882,47.729266,11.277565,0.548940168,0.12266899,Psc
9764,2.096834,-30.17665,12.15,6.840438,4.183997,-4.662544,0.548949774,-0.526681891,
9765,2.097023,-41.928314,9.77,364.742043,223.123396,-384.02313,0.548999374,-0.731787137,Phe
9766,2.09703,30.783871,9.83,20.545468,12.568283,14.34824,0.54900122,0.537279903,Tri
9767,2.098035,-28.356238,9.38,190.4999,116.603754,-120.546243,0.549264289,-0.494909723,For
9768,2.098609,6.67753,7.81,189.920379,116.288243,26.072018,0.549414547,0.11654488,Psc
9769,2.098626,5.305579,8.67,162.677092,99.608155,17.71409,0.549418905,0.092599818,Psc
9770,2.098928,53.505936,8.86,216.746218,132.738396,343.554886,0.549497967,0.933854756,Per
9771,2.09897,-69.718809,9.28,212.659901,130.2398,-674.822178,0.54950906,-1.216822768,Hyi
9772,2.09951,-7.164571,9.31,98.377839,60.268675,-14.502299,0.549650545,-0.125045356,Cet
9773,2.099585,60.278368,8.36,120.100953,73.58014,246.71707,0.549670187,1.052055981,Cas
9774,2.099633,22.158063,9.1,548.414218,335.996194,261.918742,0.549682591,0.386731162,Ari
9775,2.099671,-21.755732,8.34,112.174329,68.72722,-52.500067,0.549692508,-0.37970916,Cet
9776,2.09982,-22.150708,8.2,91.722883,56.201903,-43.791411,0.549731524,-0.386602782,Cet
9777,2.100247,63.172301,7.53,94.08041,57.661533,218.18343,0.549843321,1.102564654,Cas
9778,2.10048,41.532866,6.86,93.717548,57.446382,97.364119,0.549904251,0.724885252,And
9779,2.100655,-23.400212,9.34,84.587118,51.855024,-42.93527,0.549950299,-0.408410738,Cet
9780,2.100734,74.583715,7.49,94.037668,57.651159,400.008196,0.549970999,1.301731396,Cas
9781,2.10176,78.783096,9.46,38.922956,23.876762,230.257717,0.550239388,1.375024427,Cep
9782,2.102378,63.369947,10.35,341.099407,209.318191,798.14215,0.550401222,1.106014215,Cas
9783,2.102893,46.859894,7.42,39.137121,24.024065,49.004981,0.550536065,0.817859435,And
9784,2.102956,-37.811312,8.76,64.001409,39.288274,-58.275933,0.550552635,-0.659931884,For
9785,2.10298,-10.276218,6.74,56.813143,34.876143,-12.086305,0.550558933,-0.179353832,Cet
9786,2.103169,49.156332,7.93,55734.06568,34217.53076,75649.68349,0.550608409,0.857939842,Per
9787,2.103406,8.248114,6.27,209.270079,128.497721,35.598,0.550670524,0.143956751,Psc
9788,2.103607,9.4394,9.73,120.258632,73.8509,23.462708,0.550723106,0.164748612,Psc
9789,2.103938,-9.195449,8.59,128.81331,79.119676,-24.472103,0.550809597,-0.160490868,Cet
9790,2.10399,-39.538897,7.08,252.741741,155.243726,-244.846899,0.550823294,-0.690083931,Phe
9791,2.104063,-4.365038,7.36,134.21997,82.446618,-12.023796,0.550842434,-0.07618429,Cet
9792,2.104152,25.10881,7.75,169.572291,104.167733,93.261236,0.550865706,0.438231403,Ari
9793,2.104456,20.592277,7.56,97.984177,60.202098,43.208281,0.550945273,0.359403031,Ari
9794,2.104562,57.307128,7.98,362.365238,222.653471,662.659738,0.550973107,1.000198074,Per
9795,2.10457,46.957427,8.32,58153.52723,35732.30527,73084.6744,0.550975199,0.819561703,And
9796,2.105065,-45.696565,9.33,63.641658,39.115766,-76.540219,0.551104648,-0.79755552,Phe
9797,2.105604,-15.446265,6.96,202.242235,124.342742,-65.599629,0.551245958,-0.269588178,Cet
9798,2.106151,16.87376,8.47,55.150529,33.918583,19.63897,0.55138915,0.294502677,Ari
9799,2.106514,-12.332619,9.46,78.425357,48.243271,-20.130685,0.551484022,-0.215244804,Cet
9800,2.106847,38.899731,7.9,338.180583,208.072081,320.387461,0.551571279,0.678928383,And
9801,2.107263,-9.990828,8.38,471.196863,289.983703,-97.466594,0.551680219,-0.174372841,Cet
9802,2.107867,18.481718,8.82,309.441695,190.503906,121.456736,0.551838334,0.322566831,Ari
9803,2.107898,-55.082851,7.02,98.073237,60.378786,-164.985999,0.551846307,-0.961377105,Eri
9804,2.108126,57.046265,9.02,46319.78164,28520.52774,83911.00788,0.551906227,0.995645159,Per
9805,2.108141,0.035384,6.29,157.107953,96.737076,0.113944,0.551910058,0.000617572,Cet
9806,2.108225,13.4619,7.16,127.40276,78.450376,35.815199,0.551932023,0.234954486,Ari
9807,2.108401,24.333993,6.89,17.668943,10.881068,9.384099,0.551978069,0.4247083,Ari
9808,2.108452,-13.904997,8.94,108.043122,66.538234,-31.413437,0.551991553,-0.242687985,Cet
9809,2.108486,-23.566564,7.86,268.199556,165.173683,-137.393191,0.552000456,-0.41131413,Cet
9810,2.108614,61.044807,8.67,57.65218,35.50842,122.377381,0.552033822,1.065432875,Cas
9811,2.108811,26.837618,8.69,196.819827,121.236776,116.95947,0.55208555,0.4684048,Ari
9812,2.109072,-54.926463,8.86,281.170025,173.221094,-470.353529,0.552153788,-0.95864762,Eri
9813,2.109414,-34.205376,9.6,176.463664,108.736255,-140.892495,0.55224338,-0.59699643,For
9814,2.109423,22.648317,5.03,43.747169,26.956985,21.440676,0.55224577,0.3952877,Ari
9815,2.109584,-14.464025,8.06,69.741441,42.978657,-21.131316,0.552287712,-0.252444855,Cet
9816,2.109838,8.703739,9.91,183.330729,112.995744,32.968476,0.552354208,0.151908895,Psc
9817,2.109929,17.084245,8.67,196.549628,121.14965,70.960747,0.552378041,0.298176318,Ari
9818,2.109986,27.833963,8.73,204.006046,125.749848,126.534019,0.552393032,0.485794298,Ari
9819,2.110298,-37.118676,7.53,118.044962,72.77653,-104.950918,0.552474752,-0.647843107,For
9820,2.110988,10.477538,7.74,88.006549,54.279325,19.121985,0.552655361,0.18286753,Psc
9821,2.111002,3.101677,9.24,382.831024,236.11865,24.372994,0.552659133,0.054134477,Cet
9822,2.111112,-26.826757,9.59,499.681044,308.208073,-296.90415,0.552687776,-0.468215243,For
9823,2.111451,-47.802627,9.5,190.550677,117.556974,-246.945108,0.552776547,-0.834313239,Eri
9824,2.111448,-46.607906,9.38,51.604146,31.836159,-64.136793,0.552775732,-0.813461425,Phe
9825,2.111554,14.583775,8.19,159.619193,98.48012,48.797529,0.55280349,0.254534894,Ari
9826,2.111561,-5.77774,8.06,288.986811,178.296679,-34.35828,0.552805298,-0.100840586,Cet
9827,2.111678,38.86142,9.9,199.600815,123.156532,188.987605,0.552836054,0.67825973,And
9828,2.11179,-10.100341,9.02,94.777662,58.482985,-19.838533,0.552865311,-0.176284208,Cet
9829,2.111822,25.830847,7.25,185.469383,114.44686,105.50014,0.552873681,0.450833321,Ari
9830,2.112527,54.306672,8.07,70.122491,43.28816,114.710629,0.553058244,0.947830228,Per
9831,2.112637,-68.861042,10.41,81.396079,50.250902,-247.402807,0.55308696,-1.201851916,Hyi
9832,2.112935,3.904104,8.53,84889.13353,52416.38061,6808.674773,0.553165189,0.068139464,Cet
9833,2.113383,-1.933763,8.97,124.680352,77.006375,-4.947821,0.553282258,-0.033750538,Cet
9834,2.113417,1.442121,7.05,252.382813,155.882455,7.467986,0.553291322,0.025169768,Cet
9835,2.113545,58.137449,9.04,43.603273,26.933299,82.457992,0.553324885,1.0146899,Per
