id,ra,dec,mag,x,y,z,rarad,decrad,con
1662,0.347872,-19.931225,8.17,101.540859,9.273259,-36.973105,0.091072785,-0.347865492,Cet
1663,0.348261,-39.239873,7.14,78.144641,7.144569,-64.090015,0.091174581,-0.684864974,Scl
1664,0.34833,-29.689832,8.38,70.852579,6.479157,-40.565489,0.091192702,-0.518185329,Scl
1665,0.348368,32.978005,6.9,56.752239,5.190348,36.978052,0.091202464,0.575574776,And
1666,0.348498,10.976901,6.57,303.608832,27.77731,59.134513,0.091236481,0.191583067,Psc
1667,0.348613,46.486,7.97,68566.61987,6275.270024,72520.61515,0.091266625,0.811333755,And
1668,0.34869,-65.113591,8.41,37.618351,3.443614,-81.43122,0.091286922,-1.136446556,Tuc
1669,0.348898,63.667506,8.79,32.624086,2.988246,66.191616,0.09134128,1.111207602,Cas
1670,0.349196,67.667471,7.91,12.008731,1.100914,29.355614,0.091419196,1.181020172,Cep
1671,0.349515,-34.934693,8.01,322.678103,29.608758,-226.340851,0.091502774,-0.609725417,Scl
1672,0.349847,12.771652,7.2,114.389809,10.506324,26.038353,0.091589694,0.22290737,Psc
1673,0.349847,47.616862,9.76,67125.9654,6165.307212,73865.37589,0.091589752,0.831071029,Cas
1674,0.350151,-24.252709,10.86,283.723282,26.081808,-128.363111,0.091669304,-0.423289619,Cet
1675,0.35022,-32.723558,9.31,63.95077,5.879998,-41.26614,0.09168729,-0.571133822,Scl
1676,0.350227,29.707653,9.98,119.298853,10.969188,68.355111,0.091689313,0.518496355,And
1677,0.350314,43.713032,8.47,71977.22999,6619.745218,69104.6839,0.091712017,0.762936343,And
1678,0.350813,-9.112004,8.57,568.334848,52.344676,-91.54043,0.091842684,-0.159034474,Cet
1679,0.350824,-58.760637,8.99,53.350075,4.913812,-88.327302,0.091845395,-1.025566582,Tuc
1680,0.351189,-2.909599,6.92,80.460527,7.418534,-4.106814,0.091940966,-0.050782082,Psc
1681,0.35193,-26.261217,9.34,85.6989,7.918331,-42.462985,0.092134966,-0.458344696,Scl
1682,0.352017,37.968603,5.16,38.106993,3.521856,29.865569,0.09215774,0.662677136,And
1683,0.352263,20.586981,10.06,51.302243,4.74471,19.35218,0.092222248,0.359310599,Psc
1684,0.352564,35.878828,7.37,86.013773,7.961757,62.481124,0.092300984,0.626203672,And
1685,0.352783,25.33831,7.56,532.511619,49.322321,253.232123,0.092358401,0.442236938,And
1686,0.353223,28.904195,9.29,203.190824,18.843518,112.668161,0.092473516,0.504473368,And
1687,0.353646,-3.311823,7.36,78.76816,7.313601,-4.577657,0.092584258,-0.057802221,Psc
1688,0.3537,-8.281169,9.19,306.004243,28.416766,-44.730117,0.092598387,-0.144533669,Cet
1689,0.353736,-47.715802,9.5,112.027677,10.40451,-123.715178,0.092607934,-0.83279785,Phe
1690,0.354085,-35.798952,7.14,388.266125,36.095427,-281.223001,0.092699246,-0.624809589,Scl
1691,0.354888,25.682874,9.02,198.96225,18.53887,96.095289,0.092909558,0.448250717,And
1692,0.355445,-45.746419,10.41,11.903672,1.110924,-12.271026,0.093055304,-0.798425636,Phe
1693,0.355887,-54.573436,9.15,212.968578,19.900319,-300.686037,0.093170992,-0.952486146,Phe
1694,0.355936,27.733614,8.32,461.403494,43.120219,243.644711,0.0931838,0.484042881,And
1695,0.356009,-10.683428,8.69,795.448284,74.353643,-150.717396,0.093203062,-0.186460997,Cet
1696,0.356163,67.005408,7.23,64.395229,6.022002,152.407558,0.09324338,1.169464987,Cep
1697,0.356197,33.67997,8.66,242.260994,22.657082,162.150184,0.093252072,0.587826376,And
1698,0.356484,23.115717,9.24,406.982808,38.093222,174.484167,0.093327224,0.403445364,And
1699,0.35711,32.779697,11.58,760.987998,71.353764,492.191195,0.093491258,0.572113642,And
1700,0.357131,28.326223,7.73,56.001032,5.25121,30.318939,0.093496594,0.494385847,And
1701,0.357681,-48.996557,9.14,149.82339,14.070616,-173.089486,0.093640599,-0.855151235,Phe
1702,0.357986,-77.426873,5.96,37.889928,3.561585,-170.632895,0.093720622,-1.351353855,Hyi
1703,0.358583,-65.751663,7.26,90.062525,8.480044,-200.831253,0.093876903,-1.147583001,Tuc
1704,0.358665,-28.981469,5.18,88.239543,8.310005,-49.090933,0.093898381,-0.505822052,Scl
1705,0.35889,26.962131,8.19,721.443116,67.985018,368.619096,0.093957221,0.470577966,And
1706,0.358916,-34.169755,8.1,127.314874,11.998405,-86.807834,0.093964102,-0.596374728,Scl
1707,0.359106,46.321645,8.51,470.931146,44.404901,495.361706,0.094013853,0.808465227,And
1708,0.359203,-35.360513,8.56,71.598174,6.752947,-51.033432,0.094038999,-0.617157368,Scl
1709,0.359249,-39.429973,10.41,246.470407,23.249539,-203.56879,0.094051083,-0.688182856,Phe
1710,0.35928,-66.304575,7.36,57.156867,5.392147,-130.813487,0.094059376,-1.157233138,Tuc
1711,0.359748,38.18712,6.86,115.585306,10.91839,91.319316,0.094181889,0.666490971,And
1712,0.359834,37.419382,8.9,133.336899,12.598191,102.469589,0.094204365,0.653091411,And
1713,0.359849,57.328054,8.87,233.667146,22.07875,365.989212,0.09420824,1.000563301,Cas
1714,0.359849,-16.207553,8.64,120.859527,11.419763,-35.286688,0.094208265,-0.282875161,Cet
1715,0.359928,-66.47633,9.65,17.527878,1.656828,-40.445351,0.094228974,-1.160230828,Tuc
1716,0.360374,-46.09261,12.21,13.328384,1.261143,-13.908512,0.094345564,-0.804467805,
1717,0.360454,36.21742,8.1,78.360133,7.416608,57.644013,0.094366655,0.632113224,And
1718,0.360695,36.253003,8.48,163.507315,15.486074,120.438279,0.094429682,0.632734262,And
1719,0.361073,-47.177556,9.71,31.532782,2.989763,-34.178159,0.094528691,-0.823403679,Phe
1720,0.361704,78.479462,8.9,37.799335,3.589988,186.283905,0.094693968,1.369725013,Cep
1721,0.361786,67.823015,6.55,66.041648,6.273815,162.745546,0.094715269,1.183734925,Cep
1722,0.362414,-64.371425,9.09,212.113302,20.185915,-444.146233,0.094879643,-1.123493312,Tuc
1723,0.362639,58.339529,10.91,290.289381,27.642742,472.874167,0.094938584,1.018216862,Cas
1724,0.362853,-20.058024,5.61,252.73287,24.080813,-92.695126,0.094994732,-0.350078552,Cet
1725,0.364174,-22.642987,8.44,131.247137,12.551195,-54.99825,0.095340431,-0.395194678,Cet
1726,0.364272,-23.386467,8.99,92.759127,8.872998,-40.297558,0.095366083,-0.408170849,Cet
1727,0.364277,57.968274,7.92,117.852384,11.273511,189.230936,0.095367399,1.011737246,Cas
1728,0.364577,-23.007979,7.4,54.506897,5.218349,-23.251595,0.095446011,-0.401564995,Cet
1729,0.365241,71.244257,8.74,53.883108,5.168016,159.410451,0.095619798,1.243446855,Cep
1730,0.365566,-31.406073,11.16,15.274859,1.466366,-9.36891,0.095704945,-0.548139372,Scl
1731,0.365746,53.480874,8.42,241.781714,23.22211,328.023804,0.095752161,0.933417329,Cas
1732,0.365925,16.87694,7.57,57.451283,5.520679,17.510068,0.095798941,0.29455817,Psc
1733,0.366278,39.638081,10.28,94.752963,9.114126,78.854881,0.095891288,0.691815026,And
1734,0.366608,7.01166,8.61,695.741895,66.981515,85.965728,0.095977709,0.122376549,Psc
1735,0.366666,-12.010516,8.52,394.172636,37.954485,-84.247453,0.095993054,-0.209623044,Cet
1736,0.366691,27.185995,8.7,190.825891,18.375718,98.465609,0.095999438,0.474485125,And
1737,0.367243,42.060464,9.42,225.307736,21.728991,204.242185,0.096144068,0.734093583,And
1738,0.367516,-38.699434,9.31,59.664103,5.75853,-48.021108,0.096215334,-0.675432547,Scl
1739,0.367617,62.18508,8.35,46445.76219,4483.872617,88445.94938,0.096241858,1.085334395,Cas
1740,0.367797,34.819122,9.57,308.360701,29.783876,215.467019,0.09628902,0.60770832,And
1741,0.367795,-24.944988,9.42,48.705475,4.704308,-22.760257,0.096288616,-0.435372174,Scl
1742,0.367917,-26.709335,8.93,57.476176,5.553428,-29.053916,0.096320315,-0.466165839,Scl
1743,0.368124,-63.285088,9.34,86.383262,8.351233,-172.442944,0.096374545,-1.104533147,Tuc
1744,0.369002,66.460829,7.78,74.440769,7.213899,171.68299,0.09660448,1.159960289,Cas
1745,0.369075,-38.384866,8.38,148.893374,14.431541,-118.500148,0.09662351,-0.669942301,Scl
1746,0.369243,-27.399734,9.59,122.903034,11.917941,-64.004979,0.09666758,-0.478215572,Scl
1747,0.369439,-61.297412,7.82,137.36162,13.327259,-252.047243,0.096718986,-1.069841664,Tuc
1748,0.370061,-13.465635,8.78,106.134771,10.314807,-25.533121,0.096881659,-0.235019666,Cet
1749,0.370111,-43.880986,9.25,63.768921,6.198283,-61.614467,0.096894928,-0.765867683,Phe
1750,0.370553,-25.215051,8.42,101.632188,9.890469,-48.083173,0.097010544,-0.440085667,Scl
1751,0.370622,-5.191936,7.11,191.353842,18.625269,-17.469579,0.097028538,-0.090616379,Psc
1752,0.370647,71.508167,7.61,103.162552,10.042089,309.924482,0.097035102,1.248052958,Cep
1753,0.371227,19.129364,9.52,331.099572,32.280277,115.388086,0.097186998,0.333870387,Psc
1754,0.37134,-41.93322,8.88,110.016571,10.729209,-99.296278,0.097216558,-0.731872762,Phe
1755,0.371404,24.6794,7.81,234.291873,22.853038,108.171122,0.097233254,0.430736792,And
1756,0.371472,37.761209,7.5,83.351074,8.131701,64.869908,0.097251168,0.659057428,And
1757,0.372017,-44.64905,8.88,92.074522,8.996067,-91.386513,0.097393923,-0.779272928,Phe
1758,0.372119,53.600878,8.05,154.605461,15.109501,210.707558,0.097420528,0.935511797,Cas
1759,0.37214,33.068359,8.76,83404.61384,8151.589875,54563.92556,0.097426056,0.577151742,And
1760,0.372196,-67.626554,7.84,189.418105,18.515825,-462.361272,0.097440765,-1.180306032,Tuc
1761,0.37222,-23.840488,7.57,221.492669,21.652361,-98.343491,0.097446928,-0.416095015,Cet
1762,0.372572,-50.992487,6.68,57.260566,5.603022,-71.029581,0.097539063,-0.889986786,Phe
1763,0.372904,7.883615,9.89,128.698704,12.604413,17.906173,0.097626058,0.137595045,Psc
1764,0.373221,-27.032574,8.3,25.599184,2.509291,-13.124375,0.097709054,-0.471807424,Scl
1765,0.373227,35.536349,7.02,470.85198,46.154177,337.918184,0.097710498,0.620226298,And
1766,0.373312,5.224795,9.3,198.615799,19.473349,18.249209,0.097732956,0.091189881,Psc
1767,0.373667,6.667551,11.21,45.405988,4.456101,5.333409,0.097825753,0.11637072,Psc
1768,0.373745,13.482488,6.25,148.890825,14.61509,35.868965,0.097846247,0.235313814,Psc
1769,0.374132,66.181476,8.59,31.771186,3.121932,72.318526,0.097947505,1.155084668,Cas
1770,0.374305,47.785739,11.19,48.420115,4.759897,53.630515,0.097992743,0.834018479,Cas
1771,0.375102,-59.022425,9.4,69.975756,6.894114,-117.126868,0.098201557,-1.030135644,Tuc
1772,0.375439,-63.677577,9.1,56.142745,5.536039,-114.034761,0.098289624,-1.11138338,Tuc
1773,0.376146,-61.034853,7.3,78.746924,7.780004,-142.959884,0.098474848,-1.065259144,Tuc
1774,0.376316,-6.643133,9.82,265.71758,26.263341,-31.098102,0.098519327,-0.115944542,Cet
1775,0.376329,-73.032355,8.59,12.693028,1.254602,-41.803752,0.098522665,-1.274655058,Tuc
1776,0.37715,11.576974,9.09,94.28283,9.33965,19.408533,0.09873774,0.202056309,Psc
1777,0.377586,-52.156617,9.69,54.558539,5.41087,-70.571105,0.098851875,-0.9103047,Phe
1778,0.377874,-42.213905,9.99,187.060983,18.566141,-170.53308,0.098927184,-0.736771627,Phe
1779,0.377981,1.823497,8.96,237.375673,23.566515,7.594429,0.098955138,0.031826029,Psc
1780,0.378072,-21.9273,10.54,213.191256,21.170673,-86.24246,0.098979118,-0.382703572,Cet
1781,0.378262,23.909791,9.26,618.847468,61.484921,275.712799,0.099028814,0.417304582,And
1782,0.378382,53.605514,9.1,373.691507,37.139619,509.462605,0.099060254,0.935592722,Cas
1783,0.378662,-9.622799,8.19,79.056346,7.862901,-13.469874,0.099133404,-0.167949532,Cet
1784,0.378802,-46.285757,9.52,65.492055,6.516384,-68.837658,0.099170245,-0.807838849,Phe
1785,0.379153,-31.70543,8.59,388.336464,38.67418,-241.079033,0.099261963,-0.55336415,Scl
1786,0.379403,-79.312851,9.81,98.155367,9.782108,-522.688526,0.099327437,-1.384270397,Hyi
1787,0.37952,-16.567699,8.2,524.041859,52.239883,-156.674747,0.099358216,-0.289160903,Cet
1788,0.379537,-9.230857,7.94,297.63071,29.67106,-48.609931,0.099362557,-0.161108851,Cet
1789,0.379682,-40.288694,9.5,298.830969,29.80223,-254.5824,0.099400641,-0.703170369,Phe
1790,0.379942,54.645437,7.16,207.113095,20.669367,293.376567,0.099468593,0.953742797,Cas
1791,0.380006,-39.262414,6.75,60.142715,6.003212,-49.404685,0.099485324,-0.685258397,Scl
1792,0.380188,-9.278041,8.62,98203.30192,9806.864869,-16122.5585,0.099532897,-0.161932359,Cet
1793,0.380393,-40.386947,9.37,90.659314,9.058462,-77.505533,0.099586726,-0.704885198,Phe
1794,0.380478,34.709594,9.45,81797.39227,8174.803706,56941.71759,0.099608988,0.605796691,And
1795,0.38052,29.45428,6.95,100.982675,10.093344,57.31107,0.099619855,0.514074157,And
1796,0.38065,-53.224039,8.34,120.835134,12.082141,-162.471156,0.099653868,-0.928934727,Phe
1797,0.380635,-49.184768,9.22,349.666255,34.959978,-406.893178,0.099649983,-0.858436152,Phe
1798,0.380803,-80.409787,10.8,25.983128,2.600112,-154.549285,0.099693964,-1.403415542,Hyi
1799,0.381051,-12.209438,6.39,20.290476,2.030904,-4.412393,0.099758869,-0.213094895,Cet
1800,0.381076,-37.403411,7.03,429.580709,43.000112,-330.121291,0.099765502,-0.652812673,Scl
1801,0.381483,62.241384,8.17,174.220345,17.45779,332.675337,0.099872022,1.086317084,Cas
1802,0.382067,-82.683488,9.42,42.097598,4.225389,-329.520844,0.100024832,-1.443099102,Oct
1803,0.382418,-52.526377,9.83,26.714432,2.683621,-35.023523,0.100116857,-0.91675823,Phe
1804,0.382488,-20.656578,10.38,167.150131,16.793755,-63.333306,0.100135037,-0.360525299,Cet
1805,0.382602,38.754287,6.69,199.981535,20.098397,161.335417,0.100164893,0.676389907,And
1806,0.382643,10.241457,9.66,890.121536,89.468066,161.633474,0.100175748,0.178747149,Psc
1807,0.383251,55.049244,9.74,263.884755,26.566092,379.465174,0.100334934,0.960790554,Cas
1808,0.383337,-6.463015,7.49,152.804496,15.386752,-17.397499,0.100357403,-0.112800887,Cet
1809,0.383389,22.375001,7.57,37.053992,3.73171,15.330802,0.100370943,0.390517438,And
1810,0.383521,-45.486312,9.61,156.051136,15.72126,-159.526361,0.100405594,-0.79388591,Phe
1811,0.383578,8.731779,9.59,455.29185,45.874978,70.28198,0.100420572,0.152398295,Psc
1812,0.383588,-6.370009,8.66,198.16013,19.967048,-22.234216,0.100423222,-0.111177631,Cet
1813,0.383637,-60.284043,10.11,266.595916,26.86638,-469.455906,0.100435857,-1.05215503,Tuc
1814,0.38421,44.52524,7.31,163.441868,16.495588,161.572127,0.100585814,0.77711203,And
1815,0.384252,52.172203,9.51,286.474088,28.916029,370.825175,0.100597027,0.910576723,Cas
1816,0.384442,-45.02377,9.48,77.534351,7.830031,-77.993405,0.100646665,-0.785813032,Phe
1817,0.384554,-15.942556,6.43,323.198691,32.648816,-92.795032,0.10067613,-0.278250098,Cet
1818,0.384564,-14.792039,9.69,119.350255,12.056773,-31.676361,0.100678528,-0.258169786,Cet
1819,0.384673,-65.121143,7.88,19.156515,1.935629,-41.519429,0.100707103,-1.136578366,Tuc
1820,0.384818,-48.34896,8.03,224.905564,22.735161,-254.151856,0.100745036,-0.843848542,Phe
1821,0.384918,-3.603292,8.57,72.584781,7.339325,-4.59414,0.100771319,-0.062889304,Psc
1822,0.385598,-34.565166,8.75,572.929406,58.034115,-396.743501,0.100949266,-0.603275962,Scl
1823,0.385611,48.210191,9.29,66300.69333,6716.083233,74559.45473,0.100952714,0.841426574,Cas
1824,0.38602,-50.548464,7.63,187.591459,19.022813,-229.128285,0.101059766,-0.882237125,Phe
1825,0.38666,20.085901,8.4,98.354884,9.990358,36.150392,0.101227365,0.350565099,Psc
1826,0.386835,-31.035775,6.55,147.228922,14.961546,-89.045475,0.101273154,-0.541676464,Scl
1827,0.386847,-13.168182,8.35,184.517389,18.751369,-43.392419,0.101276226,-0.229828139,Cet
1828,0.387133,-11.29886,9.77,179.666035,18.271991,-36.082259,0.101351264,-0.197202302,Cet
1829,0.38723,43.152497,9.44,169.577195,17.250455,159.799676,0.101376703,0.75315315,And
1830,0.387295,55.792557,8.85,55930.34001,5690.531506,82700.75511,0.101393603,0.973763821,Cas
1831,0.387374,-76.004615,9.03,24060.11368,2448.449456,-97031.52078,0.101414279,-1.326530773,Hyi
1832,0.387573,-26.162082,10.93,89293.39956,9091.496772,-44091.19506,0.10146638,-0.456614464,Scl
1833,0.387768,-33.167525,8.74,18.460733,1.880543,-12.127866,0.101517333,-0.578882522,Scl
1834,0.387811,-76.724252,7.99,37.513161,3.821927,-159.815449,0.101528619,-1.339090821,Hyi
1835,0.388048,51.194559,8.56,164.497784,16.769236,205.614336,0.101590739,0.89351362,Cas
1836,0.388297,60.235619,7.6,155.795435,15.892315,273.840443,0.101655898,1.051309881,Cas
1837,0.388368,0.163704,9.91,61.258113,6.249937,0.175934,0.101674456,0.00285718,Psc
1838,0.388427,-50.893874,11.87,12.347494,1.260133,-15.269171,0.10169005,-0.888265679,Phe
1839,0.388512,-1.559554,9.99,399.38281,40.762778,-10.930117,0.101712219,-0.027219354,Psc
1840,0.388744,62.314053,7.82,223.295021,22.804338,427.781466,0.101772958,1.087585397,Cas
1841,0.38881,9.348783,8.98,101.932578,10.411732,16.868542,0.101790294,0.163167048,Psc
1842,0.38898,61.215575,11.07,32.92234,3.364724,60.236242,0.101834647,1.068413344,Cas
1843,0.388944,5.925261,9.93,98950.53433,10110.64787,10323.10784,0.101825427,0.103415313,Psc
1844,0.389134,27.127685,11,117.893232,12.052169,60.715716,0.101875096,0.473467421,And
1845,0.389484,-29.847251,6.81,198.813394,20.342944,-114.674977,0.101966735,-0.520932795,Scl
1846,0.389579,59.595258,8.2,50347.51043,5152.902472,86247.17845,0.101991478,1.040133469,Cas
1847,0.389596,52.712441,8.29,146.634328,15.008414,193.577867,0.101996077,0.920005649,Cas
1848,0.390039,55.802154,8.12,55912.45949,5729.275912,82710.1703,0.10211209,0.973931314,Cas
1849,0.39024,31.85153,9.05,119.856664,12.287908,74.853909,0.102164546,0.555914077,And
1850,0.390282,-18.89162,7.11,164.833274,16.900827,-56.703844,0.102175714,-0.329720968,Cet
1851,0.390425,40.221989,9.92,305.045426,31.2886,259.337642,0.102212996,0.702006137,And
1852,0.390879,-34.91914,10.75,225.947681,23.202848,-158.56504,0.102332007,-0.609453962,Scl
1853,0.390893,-40.40653,9.99,227.471674,23.36005,-194.656661,0.102335484,-0.70522698,Phe
1854,0.39096,11.836485,7.65,187.95652,19.305398,39.59833,0.102353106,0.206585641,Psc
1855,0.390999,-53.839834,8.11,128.156295,13.164568,-176.281808,0.102363418,-0.939682364,Phe
1856,0.391817,77.189292,11.31,4.240884,0.436015,18.748497,0.10257742,1.347207284,Cep
1857,0.392362,37.432929,8.04,110.318411,11.371938,84.892777,0.102720096,0.653327856,And
1858,0.392565,-54.054631,7.61,128.615901,13.264933,-178.320929,0.102773311,-0.943431292,Phe
1859,0.392699,-32.866362,9.19,135.413908,13.97102,-87.954875,0.102808474,-0.573626236,Scl
1860,0.393717,22.807407,9.21,259.750839,26.868977,109.811539,0.1030748,0.398064345,And
1861,0.393746,-14.087486,9.31,174.147378,18.015388,-43.935589,0.103082387,-0.245873022,Cet
1862,0.393845,-3.763494,10.66,46.707929,4.833118,-3.088852,0.103108342,-0.065685369,Psc
1863,0.39392,42.055986,8.11,104.167239,10.780742,94.479031,0.103128111,0.73401542,And
1864,0.393997,-24.648508,10.01,78.002826,8.07457,-35.983652,0.103148106,-0.430197613,Cet
1865,0.394034,2.743022,7.74,354.837282,36.73461,17.091603,0.103157744,0.04787477,Psc
1866,0.394173,-28.662658,8.47,173.517137,17.969885,-95.358215,0.10319436,-0.50025775,Scl
1867,0.394239,43.647486,8.68,32.146013,3.329763,30.827135,0.103211422,0.761792345,And
1868,0.394362,52.01452,10.57,61218.44613,6342.992718,78816.67525,0.103243858,0.907824636,Cas
1869,0.394405,-3.058144,7.78,227.290079,23.552589,-12.20809,0.103254952,-0.053374682,Psc
1870,0.394559,-0.541385,8.62,359.070506,37.222756,-3.411122,0.103295238,-0.009448948,Psc
1871,0.394689,-54.5387,8.08,303.715025,31.494976,-428.688199,0.103329453,-0.95187988,Phe
1872,0.394843,-67.713795,9.15,155.871515,16.169966,-382.355768,0.103369543,-1.181828664,Tuc
1873,0.395171,-62.425067,7.59,42.990926,4.464035,-82.764366,0.10345547,-1.08952296,Tuc
1874,0.395303,29.401006,9.71,585.502701,60.810962,331.702074,0.103490089,0.51314436,And
1875,0.395342,45.089136,7.61,231.758582,24.073275,233.73161,0.103500355,0.786953878,And
1876,0.395469,-49.357764,7.7,539.871629,56.095383,-632.32612,0.103533476,-0.861455487,Phe
1877,0.39603,-22.654704,10.78,99.661993,10.37017,-41.82155,0.103680336,-0.395399169,Cet
1878,0.396067,36.901202,8.7,91.422621,9.513767,69.01573,0.10369011,0.644047475,And
1879,0.3961,-49.939063,9.85,279.539101,29.092332,-334.218488,0.103698815,-0.871601082,Phe
1880,0.396169,9.618888,8.88,102.900614,10.710955,17.533451,0.10371673,0.167881258,Psc
1881,0.396487,-36.861366,10.6,31.972019,3.330603,-24.101293,0.103800019,-0.643352196,Scl
1882,0.396985,0.121909,8.67,561.921996,58.611948,1.202092,0.103930374,0.002127705,Psc
1883,0.397633,29.495915,8.48,62.234262,6.502112,35.396213,0.104100072,0.514800835,And
1884,0.397728,18.579442,8.99,188.54979,19.704013,63.723844,0.104125057,0.324272432,Psc
1885,0.397904,50.231221,8.76,311.874157,32.60633,376.780511,0.104171141,0.876700191,Cas
1886,0.398017,-38.192295,9.02,174.871803,18.288008,-138.322724,0.104200578,-0.666581294,Scl
1887,0.398118,29.50252,8.25,73.232763,7.660618,41.663453,0.104227093,0.51491611,And
1888,0.398125,60.961413,6.57,26.337414,2.75497,47.697405,0.104228906,1.063977374,Cas
1889,0.399018,-14.346446,8.72,51.388442,5.387792,-13.215163,0.10446268,-0.250392719,Cet
1890,0.399176,3.761002,7.89,179.457935,18.822632,11.861616,0.104503941,0.065641875,Psc
1891,0.399219,66.122349,10.76,40257.61262,4222.918826,91441.19194,0.104515282,1.154052706,Cas
1892,0.399627,49.201424,8.57,338.452615,35.53931,394.276694,0.104621985,0.858726853,Cas
1893,0.399655,18.120453,9.69,54.01189,5.671918,17.77234,0.104629487,0.316261569,Psc
1894,0.399708,-27.412848,9.32,162.289731,17.044793,-84.632129,0.104643299,-0.478444456,Scl
1895,0.39988,-17.810366,7.42,59.70128,6.272969,-19.285484,0.104688234,-0.310849519,Cet
1896,0.399952,-3.475294,7.35,130.96229,13.763021,-7.997116,0.10470714,-0.060655331,Psc
1897,0.400542,38.577035,10.71,300.183822,31.59356,240.759139,0.104861525,0.673296283,And
1898,0.400922,31.188502,8.73,143.46726,15.114035,87.328114,0.104961062,0.544342051,And
1899,0.401014,-37.410596,8.3,78992.89397,8323.689787,-60752.27448,0.104985202,-0.652938077,Scl
1900,0.401463,44.264734,6.66,109.564679,11.558128,107.380662,0.105102798,0.772565359,And
1901,0.401679,-43.203388,9.15,128.07443,13.518049,-120.952304,0.105159376,-0.754041375,Phe
1902,0.401745,50.893266,8.85,110.82708,11.699555,137.097541,0.105176678,0.888255059,Cas
1903,0.401947,-58.839685,9.06,44.980105,4.7507,-74.800961,0.105229532,-1.026946239,Tuc
1904,0.401998,-70.443913,9.27,78.324064,8.273888,-221.72099,0.105242794,-1.229478227,Tuc
1905,0.402478,-62.184524,11.33,24.578249,2.599514,-46.84613,0.105368552,-1.08532469,Tuc
1906,0.403004,-40.993105,9.99,172.947302,18.314992,-151.144718,0.105506133,-0.71546466,Phe
1907,0.403326,-54.566653,7.59,60.687024,6.43194,-85.767456,0.105590532,-0.952367756,Phe
1908,0.403619,-16.770023,9.49,95213.02117,10098.50661,-28853.0888,0.105667168,-0.292692115,Cet
1909,0.403693,-23.403316,7.83,203.70783,21.60973,-88.660945,0.105686696,-0.408464923,Cet
1910,0.403708,-75.679414,8.3,17.594212,1.866513,-69.308118,0.10569048,-1.320854947,Hyi
1911,0.403852,45.872881,8.09,109.205777,11.589457,113.217161,0.105728149,0.80063281,And
1912,0.403991,-4.502739,8.96,185.644732,19.708186,-14.701637,0.105764624,-0.078587616,Psc
1913,0.40403,53.822256,7.52,53.0735,5.634928,72.98278,0.105774837,0.939375576,Cas
1914,0.404132,17.650041,9.42,143.793305,15.270576,46.009459,0.105801585,0.308051324,Psc
1915,0.40424,-48.588818,10.35,194.028815,20.610966,-221.233664,0.105829765,-0.848034859,Phe
1916,0.404348,52.019914,5.58,187.712485,19.945498,241.786691,0.105858016,0.907918774,Cas
1917,0.404578,12.783787,10.36,96974.68122,10309.98588,22127.25452,0.105918379,0.223119169,Psc
1918,0.404726,77.833602,8.44,15.297077,1.62669,71.353259,0.105957005,1.358452621,Cep
1919,0.404819,1.55615,7.78,109.473885,11.645814,2.990817,0.105981256,0.027159947,Psc
1920,0.404847,60.453061,7.55,272.427332,28.982917,483.306698,0.105988678,1.05510495,Cas
1921,0.404874,64.300185,8.61,145.683209,15.499951,304.418352,0.105995746,1.122249943,Cas
1922,0.40512,-1.241283,8.38,338.145466,35.99887,-7.368291,0.106060238,-0.021664467,Psc
1923,0.405187,-28.980641,8.12,173.625958,18.487284,-96.709368,0.106077824,-0.505807609,Scl
1924,0.405318,-35.640152,8.38,631.344964,67.245833,-455.228621,0.106111917,-0.622037998,Scl
1925,0.405454,57.666875,8.36,126.928561,13.524023,201.659384,0.106147581,1.006476847,Cas
1926,0.405622,-56.650047,9,56.067113,5.976497,-85.674704,0.106191667,-0.988729848,Phe
1927,0.40576,67.942918,9.18,73.218289,7.807184,181.727458,0.106227718,1.185827616,Cep
1928,0.406115,-24.848817,9.56,42.581229,4.54445,-19.831318,0.106320544,-0.43369368,Scl
1929,0.406242,26.395509,8.12,118.599796,12.661308,59.196337,0.1063539,0.460688545,And
1930,0.406462,56.955509,8.51,272.465205,29.103527,421.229878,0.106411441,0.994061159,Cas
1931,0.407191,-27.026772,7.92,16.142502,1.727432,-8.281533,0.106602278,-0.471706158,Scl
1932,0.407391,-78.250383,8.81,13.364889,1.43087,-64.623552,0.106654841,-1.365726831,Hyi
1933,0.407766,5.71198,9.77,98937.03585,10602.12647,9952.781144,0.106752955,0.099692865,Psc
1934,0.408236,-2.219064,6.08,150.766261,16.174912,-5.875621,0.1068759,-0.038729982,Psc
1935,0.408723,-28.415475,9.26,231.960154,24.915689,-126.223289,0.107003307,-0.495943603,Scl
1936,0.409138,-4.64779,7.55,550.555305,59.197678,-45.016841,0.107112062,-0.081119243,Psc
1937,0.409313,56.967443,8.26,81.502037,8.767284,126.069282,0.1071579,0.994269441,Cas
1938,0.409332,3.374168,8.33,212.535362,22.863482,12.603068,0.107162846,0.058890347,Psc
1939,0.409458,-24.739197,9.32,108.274473,11.651234,-50.178487,0.107195802,-0.431780439,Cet
1940,0.409686,54.293969,9.26,58027.29581,6247.717088,81202.20999,0.107255556,0.94760853,Cas
1941,0.410099,16.979819,8.49,147.426509,15.889351,45.276733,0.10736365,0.296353745,Psc
1942,0.410388,-36.49678,10.4,168.975696,18.224826,-125.7458,0.107439384,-0.63698898,Scl
1943,0.410599,14.315514,6.48,173.890837,18.764634,44.631981,0.107494446,0.249852856,Psc
